year,sex,age,citizenship,count
2023,m,2,GRC,8
2023,m,31,COD,12
2023,m,9,GEO,65
2023,m,3,USA,20
2023,f,10,LVA,4
2023,m,58,CAN,24
2023,m,31,ISR,23
2023,f,12,HUN,5
2023,f,11,TUR,34
2023,m,62,TWN,1
2023,m,44,LAO,7
2023,f,19,SLV,1
2023,f,96,SWE,7
2023,f,27,VEN,20
2023,f,97,GRC,7
2023,m,45,RWA,4
2023,m,45,CAN,25
2023,m,64,UNKNOWN,15
2023,f,31,DOM,6
2023,f,50,CHE,6
2023,f,29,DNK,22
2023,f,59,LTU,32
2023,f,20,CZE,16
2023,m,72,HRV,10
2023,m,23,NOR,20
2023,f,67,UNKNOWN,11
2023,f,48,PRK,6
2023,m,27,PNG,3
2023,f,33,SYR,13
2023,m,22,SRB,32
2023,f,30,LBN,6
2023,m,19,VEN,7
2023,m,101,ITA,5
2023,m,19,ETH,4
2023,f,58,AZE,6
2023,f,49,IDN,21
2023,m,51,CYP,6
2023,f,75,IND,12
2023,m,37,PSE,2
2023,m,18,NLD,20
2023,f,22,COD,7
2023,m,36,PRK,4
2023,f,58,BEL,8
2023,m,34,HND,4
2023,f,3,TJK,5
2023,f,99,UNKNOWN,12
2023,m,27,CIV,2
2023,f,19,SVK,3
2023,m,23,GHA,18
2023,f,29,IRL,12
2023,f,54,CHL,1
2023,m,26,GTM,14
2023,m,58,SVN,5
2023,m,7,BEL,6
2023,f,75,PHL,2
2023,f,23,ALB,22
2023,f,7,FIN,3
2023,f,74,CZE,16
2023,m,58,HRV,13
2023,f,45,MEX,17
2023,m,50,PRK,31
2023,m,70,VEN,4
2023,m,30,ECU,5
2023,m,0,DNK,1
2023,f,87,BLR,18
2023,f,12,ESP,20
2023,m,74,IRQ,5
2023,m,34,MOZ,1
2023,m,32,ZAF,24
2023,m,27,CHE,10
2023,f,100,GRC,6
2023,f,35,ZAF,21
2023,f,16,SRB,1
2023,m,23,MRT,1
2023,m,22,SWE,22
2023,f,30,ISR,7
2023,m,7,SWE,8
2023,m,0,TUR,39
2023,m,43,MLT,7
2023,f,49,MYS,7
2023,f,32,EGY,27
2023,f,0,DZA,5
2023,f,53,ZAF,8
2023,f,26,CUB,12
2023,f,9,CZE,10
2023,f,50,PER,5
2023,f,19,AZE,26
2023,f,56,TUR,15
2023,m,39,CUB,32
2023,f,9,SVK,7
2023,m,50,AUS,18
2023,f,60,SVK,19
2023,m,65,IND,21
2023,f,63,FRA,37
2023,m,22,VEN,14
2023,f,47,BOL,2
2023,f,98,UNKNOWN,7
2023,f,40,DNK,9
2023,m,29,NZL,3
2023,m,64,ISR,14
2023,f,60,IRQ,1
2023,f,89,SWE,16
2023,m,25,TZA,9
2023,f,70,NLD,12
2023,m,42,LBN,22
2023,m,60,ECU,1
2023,f,49,LVA,27
2023,f,71,GRC,8
2023,f,39,SGP,2
2023,m,27,MDG,1
2023,f,3,AFG,14
2023,m,34,MKD,10
2023,m,89,USA,5
2023,m,19,KEN,11
2023,m,43,PER,9
2023,m,86,USA,15
2023,m,32,LBY,10
2023,m,24,ZMB,4
2023,m,35,JPN,44
2023,m,30,AGO,15
2023,f,24,KHM,2
2023,f,23,LBN,11
2023,m,54,BOL,2
2023,m,58,GTM,1
2023,m,48,MNG,12
2023,m,58,CHE,27
2023,m,6,ZWE,6
2023,m,5,JPN,8
2023,m,42,SEN,5
2023,m,72,CAN,17
2023,f,38,THA,44
2023,m,25,CMR,16
2023,m,35,MNE,5
2023,f,11,JPN,16
2023,m,62,NOR,20
2023,f,53,CAN,15
2023,m,28,LBY,7
2023,m,55,BRA,9
2023,f,75,MDA,3
2023,f,23,PRK,2
2023,m,68,JOR,4
2023,m,23,QAT,6
2023,m,10,TUR,32
2023,m,32,AFG,38
2023,f,37,TKM,17
2023,m,10,AFG,11
2023,m,73,LBY,4
2023,f,22,LVA,14
2023,f,28,BOL,3
2023,m,28,UNKNOWN,19
2023,f,39,BGD,8
2023,m,9,CZE,9
2023,m,66,IND,22
2023,f,19,NGA,33
2023,f,12,ARM,23
2023,f,83,ARM,14
2023,f,41,LBN,2
2023,m,123,FRA,1
2023,m,70,BEL,25
2023,m,35,NOR,22
2023,f,29,NAM,1
2023,m,33,BOL,6
2023,m,12,UZB,6
2023,m,58,UNKNOWN,10
2023,f,26,CAN,14
2023,f,28,GTM,7
2023,f,59,AFG,3
2023,m,17,NGA,6
2023,m,35,GTM,10
2023,f,11,AFG,6
2023,f,26,SVN,12
2023,m,20,AFG,11
2023,f,22,DZA,9
2023,f,90,GRC,9
2023,m,31,NAM,2
2023,m,54,THA,17
2023,f,22,LSO,1
2023,m,41,NER,5
2023,f,19,SAU,1
2023,f,33,CAN,28
2023,m,18,MOZ,5
2023,m,54,ARG,8
2023,f,72,NLD,8
2023,m,68,IND,16
2023,f,114,UNKNOWN,2
2023,f,23,MMR,3
2023,f,65,FRA,28
2023,m,29,SDN,3
2023,m,85,FIN,3
2023,m,67,PRK,6
2023,m,46,ISR,41
2023,m,59,MYS,4
2023,f,19,SEN,1
2023,f,56,NOR,13
2023,f,51,MYS,5
2023,f,29,NER,7
2023,m,67,THA,4
2023,m,26,NER,9
2023,f,37,NGA,32
2023,f,28,MYS,17
2023,m,25,MOZ,10
2023,m,20,LBY,6
2023,m,53,THA,21
2023,f,19,MMR,6
2023,f,61,DZA,1
2023,m,41,MYS,6
2023,m,59,LUX,2
2023,m,79,MNG,1
2023,f,88,CHN,4
2023,m,30,MDG,2
2023,f,22,ARG,14
2023,f,7,PAK,7
2023,f,7,MAR,2
2023,m,40,GTM,9
2023,m,18,COL,18
2023,m,7,ISR,9
2023,f,108,ITA,2
2023,f,6,MNG,4
2023,m,6,BEL,6
2023,f,74,MDA,4
2023,f,28,GHA,11
2023,m,32,CYP,6
2023,f,76,GBR,21
2023,f,39,CHL,7
2023,m,62,SVK,24
2023,f,39,AGO,3
2023,f,9,BGD,9
2023,f,40,GTM,4
2023,f,64,LUX,1
2023,f,0,LTU,2
2023,f,69,LTU,19
2023,f,108,UNKNOWN,3
2023,m,76,IRQ,8
2023,f,29,AUT,24
2023,m,20,AUS,5
2023,m,24,PRY,5
2023,m,56,AGO,1
2023,m,75,SYR,3
2023,f,67,ZAF,1
2023,f,36,CMR,7
2023,m,45,SAU,2
2023,m,15,DNK,7
2023,f,35,YUG,2
2023,f,7,SVK,10
2023,f,40,ISR,16
2023,f,34,CRI,6
2023,m,28,GHA,19
2023,f,8,AZE,22
2023,f,18,ISR,7
2023,m,65,AUS,12
2023,f,59,ZAF,8
2023,f,47,AUS,5
2023,f,38,SUR,2
2023,m,57,VEN,3
2023,f,75,ITA,14
2023,f,19,NOR,12
2023,m,21,CAN,10
2023,m,28,NER,11
2023,f,13,SDN,1
2023,f,68,MYS,1
2023,m,44,MLT,1
2023,f,61,SAU,1
2023,f,61,LVA,13
2023,m,22,CAN,9
2023,m,52,MNG,4
2023,m,52,SVN,18
2023,f,39,FIN,18
2023,f,85,ESP,1
2023,f,64,PRY,1
2023,f,18,YUG,2
2023,f,50,VEN,6
2023,m,11,IRL,10
2023,f,47,TWN,4
2023,m,51,SVN,16
2023,m,66,EGY,7
2023,m,51,HRV,31
2023,m,26,ZAF,16
2023,m,70,HRV,7
2023,f,58,ZAF,8
2023,m,61,CHE,13
2023,f,66,SRB,2
2023,f,5,AZE,19
2023,m,45,PER,11
2023,m,40,NER,7
2023,m,79,FRA,19
2023,f,91,BGR,3
2023,m,9,MKD,3
2023,m,5,LTU,21
2023,f,16,KWT,1
2023,m,20,NER,4
2023,f,34,SVN,11
2023,f,89,RUS,17
2023,m,80,BIH,1
2023,f,25,CMR,10
2023,f,21,UGA,6
2023,m,60,IRQ,14
2023,m,2,IRQ,5
2023,f,1,CAN,2
2023,m,73,IRN,3
2023,f,34,UZB,29
2023,f,4,DEU,28
2023,f,66,MEX,4
2023,f,0,USA,15
2023,m,20,LVA,19
2023,f,70,USA,41
2023,m,31,ISL,1
2023,f,47,SVN,10
2023,m,65,MNG,4
2023,m,71,ROU,11
2023,f,18,UNKNOWN,1
2023,m,39,AUT,67
2023,f,77,GEO,2
2023,f,26,FIN,20
2023,f,34,CHE,3
2023,f,48,SOM,3
2023,m,20,UGA,2
2023,m,47,CHL,5
2023,m,21,CHL,1
2023,f,82,LBN,1
2023,f,23,BGD,20
2023,m,20,DNK,4
2023,m,65,UNKNOWN,8
2023,f,100,SWE,9
2023,m,27,MNG,25
2023,m,62,SEN,1
2023,f,57,MOZ,1
2023,f,28,LBY,6
2023,f,33,COM,2
2023,f,55,TUR,10
2023,f,30,IRQ,10
2023,f,1,NPL,15
2023,f,13,HRV,3
2023,m,38,UNKNOWN,1
2023,m,69,THA,2
2023,m,53,CYP,4
2023,m,94,USA,9
2023,m,55,CUB,9
2023,f,51,HUN,21
2023,m,45,ARE,1
2023,f,3,GBR,10
2023,m,30,SVN,18
2023,f,83,MKD,1
2023,f,23,NOR,27
2023,f,4,BRA,12
2023,f,30,UGA,25
2023,f,51,AZE,14
2023,m,55,GRC,33
2023,m,79,BEL,21
2023,f,76,SVK,5
2023,f,74,FIN,6
2023,f,100,UKR,7
2023,f,100,CAN,2
2023,f,78,LVA,3
2023,m,47,HRV,34
2023,m,19,SVN,2
2023,m,45,BIH,18
2023,m,31,NER,16
2023,f,7,NLD,18
2023,m,66,KGZ,1
2023,f,36,ITA,83
2023,f,36,CHE,7
2023,m,101,LTU,2
2023,f,32,UNKNOWN,1
2023,f,83,GBR,4
2023,f,7,ETH,2
2023,m,92,BLR,2
2023,f,46,IRL,12
2023,m,53,GTM,1
2023,m,34,HTI,5
2023,f,24,NER,7
2023,m,58,FIN,17
2023,f,44,SRB,12
2023,m,16,SYR,8
2023,f,20,VEN,7
2023,m,26,VEN,16
2023,f,26,IRQ,8
2023,f,2,ARG,7
2023,f,29,LKA,13
2023,m,85,ARM,6
2023,m,27,MKD,8
2023,f,55,TKM,9
2023,f,75,EST,1
2023,f,32,ETH,7
2023,m,53,BGD,24
2023,f,70,PHL,1
2023,f,37,ARG,12
2023,f,54,MNG,8
2023,m,63,LBY,13
2023,f,62,MLT,1
2023,m,6,MEX,4
2023,m,32,SEN,8
2023,m,7,GRC,9
2023,f,42,PAK,8
2023,f,13,EST,2
2023,f,27,MLI,1
2023,f,45,LBN,2
2023,f,27,MKD,8
2023,f,39,CMR,12
2023,f,31,BIH,2
2023,m,65,DZA,10
2023,f,82,AUT,13
2023,m,64,PER,3
2023,m,54,EST,10
2023,m,36,SGP,8
2023,f,79,BRA,2
2023,m,65,HRV,6
2023,f,63,PAK,2
2023,f,38,SDN,3
2023,m,20,UNKNOWN,20
2023,m,61,MAR,3
2023,m,52,SVK,49
2023,m,82,SYR,3
2023,m,43,ZAF,12
2023,f,69,COL,1
2023,m,49,LBN,12
2023,m,10,UNKNOWN,13
2023,m,10,JPN,8
2023,f,71,HRV,1
2023,m,93,RUS,10
2023,m,48,TUN,21
2023,f,65,KAZ,14
2023,m,55,CHE,22
2023,m,44,ECU,5
2023,f,32,KGZ,34
2023,m,15,MEX,4
2023,m,7,LTU,11
2023,f,0,RWA,5
2023,f,49,GRC,8
2023,m,70,PHL,6
2023,m,4,EGY,7
2023,f,37,SAU,8
2023,m,25,GTM,19
2023,f,32,COG,3
2023,m,41,MLT,6
2023,m,51,TGO,1
2023,m,81,DNK,7
2023,f,25,ARG,14
2023,m,16,SDN,2
2023,f,32,BGD,25
2023,f,5,ITA,16
2023,m,75,CHN,13
2023,m,64,NGA,7
2023,f,10,COL,7
2023,m,49,THA,30
2023,m,5,IDN,4
2023,m,12,MNG,6
2023,m,12,BEL,5
2023,f,84,ARG,1
2023,f,25,MNG,17
2023,m,28,PAN,2
2023,f,43,DZA,1
2023,f,17,PHL,6
2023,m,39,MRT,1
2023,m,23,TCD,2
2023,f,68,AZE,2
2023,f,43,SYR,13
2023,m,23,BEL,32
2023,f,41,SYR,7
2023,m,64,BGD,3
2023,f,59,SVK,19
2023,m,59,KGZ,13
2023,f,55,UNKNOWN,22
2023,m,62,JPN,44
2023,f,64,DNK,15
2023,f,15,SWE,8
2023,f,82,VNM,12
2023,f,42,TWN,15
2023,f,58,CAN,10
2023,m,49,MWI,1
2023,m,12,PRK,1
2023,m,40,KEN,25
2023,f,47,TKM,10
2023,m,42,ZMB,1
2023,m,79,ARM,6
2023,f,32,MWI,2
2023,m,27,NER,11
2023,m,11,BRA,6
2023,m,36,MMR,1
2023,f,20,CRI,2
2023,f,83,LTU,4
2023,f,84,FRA,4
2023,m,73,UNKNOWN,6
2023,m,82,VNM,14
2023,m,35,UGA,8
2023,m,18,LTU,16
2023,m,72,ROU,10
2023,f,0,MKD,1
2023,f,1,MAR,3
2023,f,62,NPL,4
2023,f,49,AFG,5
2023,f,28,BGR,81
2023,m,30,SGP,4
2023,m,0,AGO,2
2023,f,74,EST,1
2023,m,2,DEU,22
2023,f,13,ARM,18
2023,m,73,LBN,6
2023,m,96,CZE,1
2023,m,2,BRA,14
2023,f,39,PER,9
2023,f,29,CMR,13
2023,m,45,LCA,1
2023,m,56,MUS,1
2023,f,11,DEU,43
2023,m,86,ITA,20
2023,f,28,PNG,2
2023,m,52,BGD,26
2023,f,20,KHM,2
2023,m,70,KAZ,3
2023,f,79,HUN,8
2023,f,14,SEN,1
2023,f,4,ITA,16
2023,f,69,KAZ,10
2023,m,67,EGY,6
2023,m,42,NZL,4
2023,f,11,NPL,3
2023,m,20,GIN,3
2023,f,7,BEL,3
2023,f,37,GTM,6
2023,f,43,CUB,7
2023,f,0,GIN,1
2023,m,27,SVN,14
2023,m,91,NOR,2
2023,f,8,EGY,6
2023,f,55,MNE,1
2023,f,30,TZA,6
2023,f,28,CMR,13
2023,m,27,AFG,33
2023,m,95,SYR,1
2023,f,113,GBR,2
2023,f,11,ESP,15
2023,f,108,FRA,2
2023,m,57,THA,18
2023,f,49,BEL,13
2023,m,37,GTM,9
2023,m,2,IRL,1
2023,f,42,CHE,10
2023,m,96,GRC,11
2023,f,55,IRQ,7
2023,f,33,THA,36
2023,m,22,AUS,5
2023,m,77,CHE,7
2023,m,14,TJK,7
2023,m,36,ZAF,18
2023,f,5,HRV,6
2023,f,46,BIH,2
2023,f,53,MNG,17
2023,f,88,AUT,8
2023,f,36,ETH,11
2023,f,54,KOSOVO,2
2023,m,36,KEN,27
2023,m,20,ETH,12
2023,m,21,AUT,19
2023,f,50,PAK,3
2023,f,36,TTO,1
2023,f,106,SYR,1
2023,m,24,PAN,3
2023,m,29,PAN,1
2023,m,33,ZMB,2
2023,m,74,DZA,4
2023,m,42,CHL,12
2023,m,23,PSE,7
2023,m,34,ETH,28
2023,f,26,BIH,8
2023,m,39,CIV,4
2023,f,12,CHE,7
2023,m,50,EST,10
2023,m,110,ISR,2
2023,f,68,KAZ,9
2023,m,50,THA,30
2023,f,50,DZA,2
2023,f,11,EGY,5
2023,m,36,GTM,11
2023,m,31,CIV,5
2023,f,6,VEN,2
2023,m,54,LBY,7
2023,f,0,UNKNOWN,20
2023,f,89,UNKNOWN,5
2023,f,56,MAR,2
2023,f,13,BRA,7
2023,f,23,IRL,18
2023,f,65,MNG,6
2023,m,48,PRY,1
2023,f,21,MKD,2
2023,f,0,UZB,7
2023,m,83,IND,2
2023,f,3,KAZ,22
2023,m,26,LTU,70
2023,f,15,ZWE,7
2023,m,48,AFG,6
2023,f,48,BRA,22
2023,m,80,YUG,2
2023,f,82,MEX,2
2023,m,63,KOSOVO,5
2023,f,59,MEX,4
2023,f,37,IRQ,6
2023,m,19,LVA,10
2023,f,107,UKR,3
2023,f,58,ITA,19
2023,m,29,UNKNOWN,1
2023,m,25,KEN,41
2023,m,6,SRB,3
2023,m,46,RWA,1
2023,f,38,LBN,7
2023,f,54,GRC,10
2023,m,8,ARM,22
2023,f,71,GBR,17
2023,m,24,UNKNOWN,12
2023,m,8,ESP,10
2023,m,35,TZA,9
2023,m,51,YEM,8
2023,f,44,MYS,4
2023,f,23,TUN,15
2023,m,63,MYS,6
2023,f,2,TJK,8
2023,m,77,IRL,6
2023,m,112,TUR,1
2023,m,17,BRA,12
2023,f,42,GHA,2
2023,m,94,RUS,6
2023,m,13,LKA,2
2023,f,23,AND,2
2023,m,62,SDN,1
2023,f,104,DZA,1
2023,m,10,ESP,14
2023,f,47,UNKNOWN,15
2023,f,8,USA,16
2023,m,66,THA,5
2023,f,39,EST,10
2023,f,45,UNKNOWN,19
2023,f,61,ISR,5
2023,f,89,BLR,8
2023,m,6,SDN,1
2023,f,72,LTU,13
2023,f,14,SWE,5
2023,f,62,IRN,5
2023,m,104,AUT,2
2023,m,46,LBY,9
2023,m,86,AUT,5
2023,f,75,BGR,11
2023,m,26,CHE,7
2023,f,35,UNKNOWN,12
2023,m,8,EST,1
2023,m,64,MOZ,1
2023,f,12,THA,1
2023,f,51,LBY,5
2023,m,57,NZL,2
2023,f,55,LVA,13
2023,f,85,SWE,19
2023,m,60,CRI,2
2023,f,50,COL,20
2023,f,67,GBR,23
2023,m,21,HRV,8
2023,f,20,UNKNOWN,24
2023,m,48,VAT,5
2023,m,9,AFG,3
2023,f,6,LBY,4
2023,m,52,CIV,1
2023,f,16,NOR,4
2023,f,5,AGO,2
2023,m,86,UNKNOWN,10
2023,f,3,ISR,12
2023,m,54,TKM,15
2023,m,21,LBN,20
2023,f,94,RUS,12
2023,f,55,PRT,6
2023,f,45,UNKNOWN,2
2023,f,68,THA,2
2023,m,22,KIR,1
2023,f,27,SVN,9
2023,m,8,AZE,18
2023,f,20,PAK,11
2023,m,122,BEL,1
2023,f,38,CAN,19
2023,m,11,SYR,9
2023,f,2,YEM,1
2023,m,57,TJK,12
2023,m,45,SVN,9
2023,f,18,PRT,8
2023,f,32,TZA,4
2023,m,17,NLD,17
2023,m,20,MLI,1
2023,m,20,KEN,7
2023,m,33,EST,21
2023,m,3,ARM,22
2023,f,31,VEN,19
2023,f,49,PRK,6
2023,f,18,MOZ,7
2023,m,38,CYP,6
2023,f,11,AUT,5
2023,m,72,UNKNOWN,5
2023,m,47,UGA,1
2023,f,62,IND,15
2023,m,50,JOR,12
2023,f,36,NIC,1
2023,m,30,CRI,8
2023,m,40,GMB,9
2023,f,55,JPN,27
2023,f,46,VEN,5
2023,m,64,IRL,24
2023,m,47,KEN,10
2023,f,33,PRT,24
2023,m,15,DZA,1
2023,f,76,PHL,3
2023,f,67,MDA,11
2023,f,91,CHN,1
2023,f,70,ROU,6
2023,m,87,ITA,21
2023,f,63,PER,4
2023,f,9,AZE,17
2023,m,45,ISL,2
2023,m,87,BLR,6
2023,f,4,BIH,1
2023,f,70,MNG,7
2023,f,39,TWN,22
2023,f,69,BEL,4
2023,m,27,PER,20
2023,f,24,NAM,3
2023,f,44,PRK,5
2023,f,44,NGA,12
2023,m,61,THA,9
2023,m,10,NLD,11
2023,f,69,UNKNOWN,9
2023,m,1,FRA,11
2023,m,75,HRV,6
2023,m,41,CHE,10
2023,m,2,HRV,2
2023,f,31,LBN,9
2023,f,89,GBR,5
2023,f,29,ETH,34
2023,f,130,USA,1
2023,m,8,CZE,14
2023,m,49,DNK,55
2023,f,54,NPL,2
2023,f,54,NLD,30
2023,m,51,ALB,24
2023,f,40,TJK,7
2023,m,67,SGP,2
2023,f,14,ARG,2
2023,m,68,EGY,5
2023,f,42,AUS,14
2023,f,9,IRL,5
2023,f,15,AUT,8
2023,m,68,TJK,1
2023,f,54,NGA,3
2023,m,55,YEM,11
2023,m,85,UNKNOWN,3
2023,m,31,SGP,4
2023,m,13,PRT,4
2023,m,43,GIN,2
2023,f,79,USA,16
2023,f,22,BEL,10
2023,f,23,TJK,22
2023,m,68,CAN,15
2023,f,67,BGR,26
2023,f,111,UNKNOWN,2
2023,f,22,EST,2
2023,m,34,YUG,1
2023,f,55,ITA,30
2023,f,2,MYS,1
2023,m,56,BRA,7
2023,m,35,SVN,14
2023,m,54,AFG,10
2023,f,57,ZAF,4
2023,f,8,DZA,2
2023,f,31,EGY,21
2023,f,11,VEN,1
2023,m,108,USA,7
2023,m,123,UNKNOWN,4
2023,f,10,BRA,16
2023,m,54,MKD,11
2023,f,56,IRL,11
2023,m,12,ALB,2
2023,f,4,EGY,14
2023,m,24,COG,19
2023,f,37,SVN,7
2023,f,60,GBR,37
2023,m,20,MMR,11
2023,f,62,AZE,7
2023,m,78,ROU,7
2023,m,55,MLT,1
2023,m,53,MLI,2
2023,m,19,CHE,4
2023,m,5,ESP,12
2023,m,79,BLR,14
2023,m,58,MKD,5
2023,m,64,CUB,5
2023,m,23,MUS,4
2023,f,7,NGA,4
2023,m,31,MUS,3
2023,f,47,BRA,20
2023,f,76,PER,1
2023,m,54,AUS,13
2023,f,34,SGP,2
2023,m,37,MLI,2
2023,m,68,NOR,12
2023,m,20,IRN,15
2023,m,52,SYR,20
2023,f,60,ESP,14
2023,m,30,EST,24
2023,f,46,GRC,14
2023,f,12,IRQ,12
2023,m,29,PSE,11
2023,f,31,MDG,2
2023,f,12,LVA,6
2023,m,149,GEO,1
2023,f,49,COL,12
2023,m,59,MOZ,2
2023,m,29,CRI,14
2023,m,90,IRL,1
2023,m,4,TKM,2
2023,f,33,UNKNOWN,2
2023,f,6,LBN,2
2023,m,42,ARG,46
2023,f,31,ZAF,17
2023,f,98,UNKNOWN,11
2023,f,14,JPN,15
2023,f,70,VEN,1
2023,f,89,CZE,3
2023,m,73,ARM,18
2023,m,58,AUS,14
2023,f,19,PER,5
2023,f,54,ARG,6
2023,m,85,NLD,5
2023,f,39,YUG,1
2023,f,23,SLE,3
2023,f,14,CRI,1
2023,m,56,ETH,1
2023,m,62,MLT,2
2023,m,54,UNKNOWN,16
2023,f,80,LTU,5
2023,f,53,TUR,18
2023,m,71,UZB,3
2023,f,54,TKM,4
2023,f,3,MEX,2
2023,f,53,KGZ,11
2023,m,25,UNKNOWN,58
2023,f,77,MDA,3
2023,m,34,SOM,4
2023,f,40,TUN,8
2023,m,0,VEN,2
2023,f,38,MYS,11
2023,f,77,IND,4
2023,f,42,UGA,4
2023,m,64,KAZ,8
2023,m,46,TZA,2
2023,m,40,MDG,2
2023,f,4,NPL,4
2023,f,44,ISR,10
2023,m,33,CYP,6
2023,m,17,THA,6
2023,m,1,NLD,4
2023,m,11,BEL,7
2023,f,32,YEM,1
2023,m,75,NZL,2
2023,f,17,KGZ,5
2023,m,51,CUB,11
2023,m,1,CUB,1
2023,m,16,TJK,6
2023,f,72,BEL,8
2023,f,56,BRA,5
2023,f,19,AFG,9
2023,m,66,MNG,6
2023,f,32,BIH,8
2023,m,15,SWE,10
2023,m,74,MDA,5
2023,f,54,BRA,10
2023,m,42,KEN,10
2023,f,10,IRQ,5
2023,m,36,PAN,2
2023,m,12,IRQ,13
2023,m,78,CAN,8
2023,m,87,IRQ,2
2023,f,76,IRN,4
2023,f,57,LTU,45
2023,f,9,HRV,3
2023,f,36,EGY,26
2023,m,8,FIN,1
2023,m,5,MEX,4
2023,m,35,ISR,36
2023,m,78,PHL,1
2023,f,64,JPN,15
2023,f,78,SVK,3
2023,m,88,HUN,2
2023,f,34,BFA,2
2023,f,5,ETH,4
2023,f,64,TUN,1
2023,m,40,CYP,7
2023,f,80,UNKNOWN,2
2023,m,95,UKR,10
2023,f,74,AFG,2
2023,m,26,UGA,14
2023,m,20,ERI,1
2023,f,95,DNK,1
2023,f,4,BGD,13
2023,m,56,RWA,1
2023,m,6,LTU,6
2023,f,18,LVA,9
2023,m,81,LUX,1
2023,m,6,FRA,14
2023,m,64,JOR,3
2023,m,62,TZA,2
2023,f,73,BGR,14
2023,m,26,BIH,14
2023,m,74,SGP,1
2023,f,63,IND,24
2023,m,43,COD,2
2023,f,61,SRB,1
2023,m,32,AUS,14
2023,f,22,TZA,23
2023,f,25,SAU,10
2023,m,23,GNB,1
2023,m,57,KGZ,17
2023,f,79,NLD,4
2023,m,39,CRI,3
2023,f,86,USA,12
2023,f,13,SVK,17
2023,m,3,CZE,10
2023,m,58,MNG,9
2023,m,105,USA,8
2023,f,32,GTM,2
2023,f,70,JPN,10
2023,m,12,JOR,4
2023,m,63,UNKNOWN,4
2023,m,6,YEM,2
2023,f,25,ECU,3
2023,m,33,COM,5
2023,f,68,NOR,5
2023,f,82,UNKNOWN,29
2023,m,52,UNKNOWN,7
2023,m,48,SLV,2
2023,m,82,BGR,13
2023,f,10,PRT,6
2023,f,26,AUT,19
2023,f,90,CAN,2
2023,m,53,HRV,13
2023,f,67,ITA,13
2023,m,19,HRV,2
2023,f,46,SVN,3
2023,m,70,DNK,23
2023,m,82,JPN,2
2023,m,22,GRC,14
2023,f,42,MYS,6
2023,m,15,PRT,6
2023,m,67,MNG,6
2023,m,25,SYR,20
2023,m,73,CAN,10
2023,f,113,RUS,4
2023,m,65,BEN,1
2023,m,29,TCD,2
2023,f,83,GRC,16
2023,m,21,AFG,18
2023,m,78,GBR,44
2023,m,23,TZA,15
2023,f,4,MAR,5
2023,m,49,CYP,7
2023,f,81,CHE,2
2023,m,41,TON,1
2023,f,80,NGA,1
2023,f,55,CZE,27
2023,f,9,TWN,1
2023,m,49,CMR,7
2023,f,0,SRB,5
2023,m,59,MNG,5
2023,m,115,ITA,1
2023,m,12,GRC,5
2023,m,46,ECU,4
2023,f,53,THA,38
2023,f,25,LUX,2
2023,f,33,ZAF,18
2023,f,41,NPL,30
2023,m,9,AZE,16
2023,m,56,ZAF,7
2023,f,18,MAR,2
2023,m,62,NZL,4
2023,f,35,VEN,6
2023,m,84,SYR,1
2023,f,53,SRB,9
2023,f,36,AFG,9
2023,m,13,LTU,16
2023,m,55,ZWE,4
2023,f,65,GBR,23
2023,m,4,MEX,6
2023,m,28,CAF,1
2023,f,69,SYR,3
2023,m,73,VEN,2
2023,m,8,BEL,5
2023,m,28,NIC,6
2023,f,70,MDA,11
2023,f,50,ECU,4
2023,m,41,PER,13
2023,f,33,CUB,14
2023,f,13,SVN,3
2023,m,2,COD,3
2023,f,3,BRA,11
2023,f,70,HUN,12
2023,m,41,COG,10
2023,m,36,LKA,15
2023,m,26,CMR,9
2023,f,20,ETH,9
2023,f,54,YUG,1
2023,m,49,LBR,1
2023,m,24,DOM,3
2023,m,18,JOR,8
2023,m,37,CIV,4
2023,f,25,SRB,11
2023,m,65,BRA,4
2023,m,4,VEN,1
2023,m,20,PER,15
2023,m,72,CHE,5
2023,f,44,CUB,5
2023,f,1,DZA,2
2023,m,64,CHE,13
2023,m,4,NLD,10
2023,f,25,DNK,10
2023,m,53,MKD,14
2023,m,57,MCO,1
2023,f,62,TUR,6
2023,f,72,UNKNOWN,7
2023,f,49,ETH,1
2023,m,85,CAN,5
2023,f,40,JOR,5
2023,f,28,ZMB,5
2023,m,26,UNKNOWN,12
2023,f,11,CZE,15
2023,m,37,DMA,1
2023,f,0,ITA,8
2023,m,44,CMR,9
2023,m,59,MEX,3
2023,f,29,FIN,23
2023,m,32,GMB,5
2023,f,40,ARM,63
2023,m,81,PER,1
2023,f,53,YEM,1
2023,f,106,UKR,2
2023,f,49,GTM,3
2023,f,25,MMR,5
2023,f,104,UKR,3
2023,m,76,MDA,1
2023,m,65,IRQ,11
2023,f,91,FRA,1
2023,f,8,NGA,8
2023,m,27,NZL,1
2023,f,55,SRB,4
2023,f,80,USA,18
2023,m,71,LTU,8
2023,m,73,KOR,6
2023,f,14,LTU,10
2023,f,23,LBR,2
2023,f,36,BGD,11
2023,m,37,DOM,6
2023,f,17,HUN,6
2023,m,15,BRA,8
2023,f,118,GRC,3
2023,f,55,ERI,1
2023,f,55,SYR,5
2023,f,81,DNK,7
2023,f,61,SGP,1
2023,m,31,BIH,15
2023,m,63,UZB,15
2023,f,48,CUB,2
2023,m,128,CAN,1
2023,m,10,BEL,3
2023,m,119,PRT,1
2023,m,60,NGA,6
