year,month,citizenship,sex,category,count
2012,10,"",f,convicted,1
2012,11,AFG,m,temporary,1
2012,11,ALB,m,temporary,1
2012,11,ARG,m,temporary,1
2012,11,ARM,m,temporary,6
2012,11,AZE,m,temporary,2
2012,11,BGD,m,temporary,4
2012,11,BEL,m,temporary,1
2012,11,BLR,m,temporary,10
2012,11,BGR,m,temporary,20
2012,11,CHN,m,temporary,1
2012,11,HRV,m,temporary,1
2012,11,CZE,m,temporary,2
2012,11,GEO,m,temporary,9
2012,11,GIN,m,temporary,1
2012,11,ESP,m,temporary,1
2012,11,NLD,m,temporary,6
2012,11,IRL,m,temporary,1
2012,11,ISR,m,temporary,1
2012,11,YEM,m,temporary,1
2012,11,COL,m,temporary,4
2012,11,LTU,m,temporary,23
2012,11,LVA,m,temporary,8
2012,11,MDA,m,temporary,1
2012,11,DEU,m,temporary,5
2012,11,NGA,m,temporary,7
2012,11,PAK,m,temporary,3
2012,11,PRT,m,temporary,2
2012,11,RUS,m,temporary,26
2012,11,ROU,m,temporary,22
2012,11,SRB,m,temporary,2
2012,11,SVK,m,temporary,2
2012,11,SOM,m,temporary,1
2012,11,SYR,m,temporary,2
2012,11,TUR,m,temporary,5
2012,11,UKR,m,temporary,33
2012,11,VNM,m,temporary,19
2012,11,ITA,m,temporary,3
2012,11,"",m,temporary,4
2012,11,"",m,temporary,1
2012,11,ALB,m,convicted,1
2012,11,DZA,m,convicted,4
2012,11,ARM,m,convicted,18
2012,11,AZE,m,convicted,2
2012,11,BLR,m,convicted,20
2012,11,BGR,m,convicted,33
2012,11,HRV,m,convicted,2
2012,11,CYP,m,convicted,1
2012,11,CZE,m,convicted,6
2012,11,GRC,m,convicted,2
2012,11,GEO,m,convicted,7
2012,11,ESP,m,convicted,1
2012,11,NLD,m,convicted,1
2012,11,ISR,m,convicted,1
2012,11,JOR,m,convicted,1
2012,11,"",m,convicted,1
2012,11,CMR,m,convicted,1
2012,11,COL,m,convicted,2
2012,11,LBN,m,convicted,1
2012,11,LBY,m,convicted,2
2012,11,LTU,m,convicted,24
2012,11,LVA,m,convicted,4
2012,11,MKD,m,convicted,1
2012,11,MDA,m,convicted,2
2012,11,DEU,m,convicted,10
2012,11,NGA,m,convicted,5
2012,11,PAK,m,convicted,1
2012,11,PSE,m,convicted,1
2012,11,RUS,m,convicted,28
2012,11,ROU,m,convicted,28
2012,11,SRB,m,convicted,2
2012,11,LKA,m,convicted,1
2012,11,SWE,m,convicted,1
2012,11,TUN,m,convicted,2
2012,11,TUR,m,convicted,3
2012,11,UKR,m,convicted,44
2012,11,HUN,m,convicted,1
2012,11,GBR,m,convicted,2
2012,11,VNM,m,convicted,30
2012,11,ZMB,m,convicted,1
2012,11,"",m,convicted,2
2012,11,ARM,f,temporary,1
2012,11,BGR,f,temporary,1
2012,11,LTU,f,temporary,2
2012,11,UKR,f,temporary,2
2012,11,BLR,f,convicted,2
2012,11,BGR,f,convicted,1
2012,11,ROU,f,convicted,2
2012,11,UKR,f,convicted,3
2012,11,VNM,f,convicted,1
2012,11,"",f,convicted,1
2012,12,ALB,m,temporary,1
2012,12,ARG,m,temporary,1
2012,12,ARM,m,temporary,6
2012,12,AZE,m,temporary,2
2012,12,BGD,m,temporary,4
2012,12,BLR,m,temporary,11
2012,12,BGR,m,temporary,20
2012,12,CHN,m,temporary,1
2012,12,HRV,m,temporary,1
2012,12,CZE,m,temporary,3
2012,12,GEO,m,temporary,9
2012,12,GIN,m,temporary,1
2012,12,ESP,m,temporary,1
2012,12,NLD,m,temporary,8
2012,12,IRN,m,temporary,1
2012,12,IRL,m,temporary,1
2012,12,ISR,m,temporary,1
2012,12,YEM,m,temporary,1
2012,12,KAZ,m,temporary,1
2012,12,COL,m,temporary,4
2012,12,LTU,m,temporary,24
2012,12,LVA,m,temporary,5
2012,12,MDA,m,temporary,1
2012,12,DEU,m,temporary,8
2012,12,NGA,m,temporary,6
2012,12,PAK,m,temporary,3
2012,12,PRT,m,temporary,2
2012,12,RUS,m,temporary,26
2012,12,ROU,m,temporary,19
2012,12,SRB,m,temporary,1
2012,12,SVK,m,temporary,2
2012,12,SOM,m,temporary,1
2012,12,SYR,m,temporary,2
2012,12,TUR,m,temporary,6
2012,12,UKR,m,temporary,37
2012,12,HUN,m,temporary,1
2012,12,VNM,m,temporary,18
2012,12,ITA,m,temporary,3
2012,12,"",m,temporary,3
2012,12,"",m,temporary,1
2012,12,ALB,m,convicted,1
2012,12,DZA,m,convicted,4
2012,12,ARM,m,convicted,19
2012,12,AZE,m,convicted,2
2012,12,BLR,m,convicted,20
2012,12,BGR,m,convicted,34
2012,12,HRV,m,convicted,2
2012,12,CYP,m,convicted,1
2012,12,CZE,m,convicted,6
2012,12,GRC,m,convicted,2
2012,12,GEO,m,convicted,7
2012,12,ESP,m,convicted,1
2012,12,NLD,m,convicted,1
2012,12,ISR,m,convicted,1
2012,12,JOR,m,convicted,1
2012,12,"",m,convicted,1
2012,12,CMR,m,convicted,1
2012,12,COL,m,convicted,2
2012,12,LBN,m,convicted,1
2012,12,LBY,m,convicted,2
2012,12,LTU,m,convicted,20
2012,12,LVA,m,convicted,4
2012,12,MKD,m,convicted,1
2012,12,MWI,m,convicted,1
2012,12,MDA,m,convicted,2
2012,12,DEU,m,convicted,10
2012,12,NGA,m,convicted,4
2012,12,PAK,m,convicted,1
2012,12,PSE,m,convicted,1
2012,12,RUS,m,convicted,28
2012,12,ROU,m,convicted,30
2012,12,SRB,m,convicted,2
2012,12,LKA,m,convicted,1
2012,12,SWE,m,convicted,1
2012,12,TUN,m,convicted,3
2012,12,TUR,m,convicted,3
2012,12,UKR,m,convicted,42
2012,12,HUN,m,convicted,2
2012,12,GBR,m,convicted,2
2012,12,VNM,m,convicted,32
2012,12,ZMB,m,convicted,1
2012,12,"",m,convicted,2
2012,12,ARM,f,temporary,1
2012,12,BGR,f,temporary,1
2012,12,NLD,f,temporary,1
2012,12,LTU,f,temporary,2
2012,12,UKR,f,temporary,1
2012,12,BLR,f,convicted,2
2012,12,BGR,f,convicted,1
2012,12,CZE,f,convicted,1
2012,12,ROU,f,convicted,2
2012,12,UKR,f,convicted,3
2012,12,VNM,f,convicted,1
2012,12,"",f,convicted,1
2013,1,ARG,m,temporary,1
2013,1,ARM,m,temporary,7
2013,1,AZE,m,temporary,2
2013,1,BGD,m,temporary,4
2013,1,BLR,m,temporary,11
2013,1,MMR,m,temporary,1
2013,1,BGR,m,temporary,19
2013,1,HRV,m,temporary,1
2013,1,CZE,m,temporary,2
2013,1,GEO,m,temporary,6
2013,1,GIN,m,temporary,1
2013,1,ESP,m,temporary,1
2013,1,NLD,m,temporary,8
2013,1,IRN,m,temporary,2
2013,1,ISR,m,temporary,1
2013,1,YEM,m,temporary,1
2013,1,CMR,m,temporary,1
2013,1,KAZ,m,temporary,1
2013,1,COL,m,temporary,4
2013,1,LTU,m,temporary,22
2013,1,LVA,m,temporary,4
2013,1,MAR,m,temporary,1
2013,1,MDA,m,temporary,2
2013,1,DEU,m,temporary,8
2013,1,NGA,m,temporary,7
2013,1,PAK,m,temporary,3
2013,1,PRT,m,temporary,2
2013,1,ZAF,m,temporary,1
2013,1,RUS,m,temporary,24
2013,1,ROU,m,temporary,16
2013,1,SVK,m,temporary,3
2013,1,SOM,m,temporary,1
2013,1,SYR,m,temporary,2
2013,1,TUR,m,temporary,3
2013,1,UKR,m,temporary,34
2013,1,HUN,m,temporary,1
2013,1,VNM,m,temporary,13
2013,1,ITA,m,temporary,3
2013,1,"",m,temporary,4
2013,1,"",m,temporary,1
2013,1,ALB,m,convicted,1
2013,1,DZA,m,convicted,4
2013,1,ARM,m,convicted,16
2013,1,AZE,m,convicted,2
2013,1,BLR,m,convicted,20
2013,1,BGR,m,convicted,38
2013,1,HRV,m,convicted,2
2013,1,CYP,m,convicted,1
2013,1,CZE,m,convicted,7
2013,1,GRC,m,convicted,2
2013,1,GEO,m,convicted,9
2013,1,ESP,m,convicted,1
2013,1,NLD,m,convicted,2
2013,1,JOR,m,convicted,1
2013,1,"",m,convicted,1
2013,1,CMR,m,convicted,1
2013,1,COL,m,convicted,2
2013,1,LBN,m,convicted,1
2013,1,LBY,m,convicted,2
2013,1,LTU,m,convicted,19
2013,1,LVA,m,convicted,8
2013,1,MKD,m,convicted,1
2013,1,MWI,m,convicted,1
2013,1,MDA,m,convicted,1
2013,1,DEU,m,convicted,11
2013,1,NGA,m,convicted,4
2013,1,PAK,m,convicted,1
2013,1,PSE,m,convicted,1
2013,1,RUS,m,convicted,29
2013,1,ROU,m,convicted,34
2013,1,SRB,m,convicted,2
2013,1,LKA,m,convicted,1
2013,1,SWE,m,convicted,1
2013,1,TUN,m,convicted,2
2013,1,TUR,m,convicted,5
2013,1,UKR,m,convicted,39
2013,1,HUN,m,convicted,2
2013,1,GBR,m,convicted,2
2013,1,VNM,m,convicted,31
2013,1,ZMB,m,convicted,1
2013,1,"",m,convicted,2
2013,1,UKR,m,punished,1
2013,1,ARM,f,temporary,1
2013,1,BGR,f,temporary,1
2013,1,NLD,f,temporary,1
2013,1,LTU,f,temporary,1
2013,1,SVK,f,temporary,1
2013,1,UKR,f,temporary,3
2013,1,BLR,f,convicted,2
2013,1,BGR,f,convicted,1
2013,1,CZE,f,convicted,1
2013,1,DEU,f,convicted,1
2013,1,RUS,f,convicted,2
2013,1,ROU,f,convicted,3
2013,1,UKR,f,convicted,4
2013,1,VNM,f,convicted,1
2013,1,"",f,convicted,1
2013,2,ARG,m,temporary,1
2013,2,ARM,m,temporary,6
2013,2,AUT,m,temporary,1
2013,2,AZE,m,temporary,2
2013,2,BGD,m,temporary,4
2013,2,BEL,m,temporary,2
2013,2,BLR,m,temporary,9
2013,2,BGR,m,temporary,18
2013,2,HRV,m,temporary,1
2013,2,CZE,m,temporary,2
2013,2,GEO,m,temporary,7
2013,2,GIN,m,temporary,1
2013,2,ESP,m,temporary,1
2013,2,NLD,m,temporary,11
2013,2,IRN,m,temporary,2
2013,2,ISR,m,temporary,1
2013,2,YEM,m,temporary,1
2013,2,CMR,m,temporary,1
2013,2,KAZ,m,temporary,1
2013,2,COL,m,temporary,4
2013,2,LBY,m,temporary,1
2013,2,LTU,m,temporary,21
2013,2,LVA,m,temporary,4
2013,2,MAR,m,temporary,1
2013,2,MDA,m,temporary,3
2013,2,DEU,m,temporary,8
2013,2,NGA,m,temporary,7
2013,2,PAK,m,temporary,2
2013,2,ZAF,m,temporary,1
2013,2,RUS,m,temporary,19
2013,2,ROU,m,temporary,13
2013,2,SVK,m,temporary,2
2013,2,SOM,m,temporary,1
2013,2,SYR,m,temporary,2
2013,2,SWE,m,temporary,1
2013,2,TUR,m,temporary,3
2013,2,UKR,m,temporary,32
2013,2,HUN,m,temporary,1
2013,2,VNM,m,temporary,12
2013,2,ITA,m,temporary,3
2013,2,"",m,temporary,3
2013,2,"",m,temporary,2
2013,2,ALB,m,convicted,1
2013,2,DZA,m,convicted,4
2013,2,ARM,m,convicted,16
2013,2,AZE,m,convicted,2
2013,2,BLR,m,convicted,23
2013,2,BGR,m,convicted,37
2013,2,HRV,m,convicted,2
2013,2,CYP,m,convicted,1
2013,2,CZE,m,convicted,8
2013,2,GRC,m,convicted,2
2013,2,GEO,m,convicted,9
2013,2,ESP,m,convicted,1
2013,2,NLD,m,convicted,1
2013,2,JOR,m,convicted,1
2013,2,"",m,convicted,2
2013,2,CMR,m,convicted,1
2013,2,COL,m,convicted,2
2013,2,LBN,m,convicted,1
2013,2,LBY,m,convicted,1
2013,2,LTU,m,convicted,18
2013,2,LVA,m,convicted,8
2013,2,MKD,m,convicted,1
2013,2,MWI,m,convicted,1
2013,2,MDA,m,convicted,1
2013,2,DEU,m,convicted,11
2013,2,NGA,m,convicted,3
2013,2,PAK,m,convicted,1
2013,2,PSE,m,convicted,1
2013,2,RUS,m,convicted,32
2013,2,ROU,m,convicted,34
2013,2,SRB,m,convicted,2
2013,2,LKA,m,convicted,1
2013,2,SWE,m,convicted,1
2013,2,TUN,m,convicted,2
2013,2,TUR,m,convicted,5
2013,2,UKR,m,convicted,40
2013,2,HUN,m,convicted,2
2013,2,GBR,m,convicted,1
2013,2,VNM,m,convicted,31
2013,2,ZMB,m,convicted,1
2013,2,"",m,convicted,2
2013,2,LTU,m,punished,1
2013,2,RUS,m,punished,1
2013,2,SVK,m,punished,1
2013,2,UKR,m,punished,2
2013,2,ARM,f,temporary,1
2013,2,BGR,f,temporary,1
2013,2,LTU,f,temporary,1
2013,2,RUS,f,temporary,1
2013,2,UKR,f,temporary,3
2013,2,VNM,f,temporary,1
2013,2,BLR,f,convicted,2
2013,2,BGR,f,convicted,2
2013,2,CZE,f,convicted,1
2013,2,DEU,f,convicted,1
2013,2,ROU,f,convicted,3
2013,2,UKR,f,convicted,4
2013,2,"",f,convicted,1
2013,3,ARG,m,temporary,1
2013,3,ARM,m,temporary,6
2013,3,AUT,m,temporary,1
2013,3,AZE,m,temporary,2
2013,3,BGD,m,temporary,4
2013,3,BEL,m,temporary,2
2013,3,BLR,m,temporary,9
2013,3,BGR,m,temporary,18
2013,3,HRV,m,temporary,1
2013,3,CZE,m,temporary,5
2013,3,FRA,m,temporary,1
2013,3,GEO,m,temporary,6
2013,3,GIN,m,temporary,1
2013,3,ESP,m,temporary,1
2013,3,NLD,m,temporary,9
2013,3,IRN,m,temporary,2
2013,3,ISR,m,temporary,1
2013,3,YEM,m,temporary,1
2013,3,CMR,m,temporary,1
2013,3,COL,m,temporary,4
2013,3,XKX,m,temporary,1
2013,3,LBY,m,temporary,1
2013,3,LTU,m,temporary,21
2013,3,LVA,m,temporary,7
2013,3,MAR,m,temporary,1
2013,3,MDA,m,temporary,3
2013,3,DEU,m,temporary,5
2013,3,NGA,m,temporary,7
2013,3,PAK,m,temporary,2
2013,3,ZAF,m,temporary,1
2013,3,RUS,m,temporary,18
2013,3,ROU,m,temporary,13
2013,3,SVK,m,temporary,3
2013,3,SOM,m,temporary,1
2013,3,SYR,m,temporary,2
2013,3,TUR,m,temporary,4
2013,3,UKR,m,temporary,35
2013,3,HUN,m,temporary,3
2013,3,VNM,m,temporary,8
2013,3,ITA,m,temporary,3
2013,3,"",m,temporary,4
2013,3,"",m,temporary,1
2013,3,ALB,m,convicted,1
2013,3,DZA,m,convicted,3
2013,3,ARM,m,convicted,15
2013,3,AZE,m,convicted,2
2013,3,BLR,m,convicted,19
2013,3,BGR,m,convicted,33
2013,3,HRV,m,convicted,2
2013,3,CYP,m,convicted,1
2013,3,CZE,m,convicted,7
2013,3,GRC,m,convicted,2
2013,3,GEO,m,convicted,10
2013,3,ESP,m,convicted,1
2013,3,NLD,m,convicted,3
2013,3,JOR,m,convicted,1
2013,3,"",m,convicted,2
2013,3,CMR,m,convicted,1
2013,3,COL,m,convicted,2
2013,3,LBN,m,convicted,1
2013,3,LBY,m,convicted,1
2013,3,LTU,m,convicted,20
2013,3,LVA,m,convicted,8
2013,3,MKD,m,convicted,1
2013,3,MWI,m,convicted,1
2013,3,MDA,m,convicted,1
2013,3,DEU,m,convicted,13
2013,3,NGA,m,convicted,3
2013,3,PAK,m,convicted,1
2013,3,PSE,m,convicted,1
2013,3,RUS,m,convicted,32
2013,3,ROU,m,convicted,37
2013,3,SRB,m,convicted,1
2013,3,LKA,m,convicted,1
2013,3,SWE,m,convicted,1
2013,3,TUN,m,convicted,2
2013,3,TUR,m,convicted,5
2013,3,UKR,m,convicted,40
2013,3,HUN,m,convicted,2
2013,3,GBR,m,convicted,1
2013,3,VNM,m,convicted,28
2013,3,ZMB,m,convicted,1
2013,3,"",m,convicted,3
2013,3,"",m,convicted,1
2013,3,LTU,m,punished,1
2013,3,UKR,m,punished,1
2013,3,ARM,f,temporary,1
2013,3,BGR,f,temporary,1
2013,3,CZE,f,temporary,2
2013,3,RUS,f,temporary,1
2013,3,ROU,f,temporary,1
2013,3,UKR,f,temporary,3
2013,3,HUN,f,temporary,1
2013,3,BLR,f,convicted,2
2013,3,BGR,f,convicted,2
2013,3,CZE,f,convicted,1
2013,3,DEU,f,convicted,1
2013,3,ROU,f,convicted,3
2013,3,UKR,f,convicted,4
2013,3,"",f,convicted,1
2013,4,ARG,m,temporary,1
2013,4,ARM,m,temporary,6
2013,4,AUT,m,temporary,1
2013,4,AZE,m,temporary,2
2013,4,BGD,m,temporary,4
2013,4,BEL,m,temporary,2
2013,4,BLR,m,temporary,10
2013,4,BGR,m,temporary,21
2013,4,HRV,m,temporary,1
2013,4,CZE,m,temporary,4
2013,4,EST,m,temporary,3
2013,4,GEO,m,temporary,5
2013,4,GIN,m,temporary,1
2013,4,ESP,m,temporary,1
2013,4,NLD,m,temporary,9
2013,4,IND,m,temporary,1
2013,4,ISR,m,temporary,1
2013,4,YEM,m,temporary,1
2013,4,CMR,m,temporary,1
2013,4,COL,m,temporary,4
2013,4,XKX,m,temporary,1
2013,4,LBY,m,temporary,1
2013,4,LTU,m,temporary,24
2013,4,LVA,m,temporary,8
2013,4,MAR,m,temporary,1
2013,4,MDA,m,temporary,2
2013,4,DEU,m,temporary,5
2013,4,NGA,m,temporary,6
2013,4,PAK,m,temporary,1
2013,4,ZAF,m,temporary,1
2013,4,RUS,m,temporary,19
2013,4,ROU,m,temporary,13
2013,4,SVK,m,temporary,2
2013,4,SOM,m,temporary,1
2013,4,SYR,m,temporary,1
2013,4,SWE,m,temporary,1
2013,4,TUR,m,temporary,3
2013,4,UKR,m,temporary,36
2013,4,HUN,m,temporary,4
2013,4,VNM,m,temporary,7
2013,4,ITA,m,temporary,2
2013,4,"",m,temporary,3
2013,4,"",m,temporary,1
2013,4,ALB,m,convicted,1
2013,4,DZA,m,convicted,3
2013,4,ARM,m,convicted,18
2013,4,AZE,m,convicted,4
2013,4,BLR,m,convicted,20
2013,4,BGR,m,convicted,34
2013,4,HRV,m,convicted,2
2013,4,MNE,m,convicted,1
2013,4,CZE,m,convicted,6
2013,4,EST,m,convicted,1
2013,4,FRA,m,convicted,1
2013,4,GRC,m,convicted,2
2013,4,GEO,m,convicted,9
2013,4,ESP,m,convicted,1
2013,4,NLD,m,convicted,3
2013,4,JOR,m,convicted,1
2013,4,"",m,convicted,1
2013,4,CMR,m,convicted,1
2013,4,COL,m,convicted,2
2013,4,LBN,m,convicted,1
2013,4,LBY,m,convicted,1
2013,4,LTU,m,convicted,17
2013,4,LVA,m,convicted,7
2013,4,MDA,m,convicted,1
2013,4,DEU,m,convicted,12
2013,4,NGA,m,convicted,3
2013,4,PAK,m,convicted,2
2013,4,PSE,m,convicted,1
2013,4,RUS,m,convicted,30
2013,4,ROU,m,convicted,37
2013,4,SRB,m,convicted,1
2013,4,SVK,m,convicted,3
2013,4,LKA,m,convicted,1
2013,4,SWE,m,convicted,1
2013,4,TUN,m,convicted,2
2013,4,TUR,m,convicted,5
2013,4,UKR,m,convicted,41
2013,4,HUN,m,convicted,2
2013,4,GBR,m,convicted,1
2013,4,VNM,m,convicted,25
2013,4,ZMB,m,convicted,1
2013,4,"",m,convicted,2
2013,4,LTU,m,punished,2
2013,4,SVK,m,punished,1
2013,4,UKR,m,punished,1
2013,4,ARM,f,temporary,1
2013,4,BLR,f,temporary,1
2013,4,BGR,f,temporary,1
2013,4,CZE,f,temporary,2
2013,4,MDA,f,temporary,1
2013,4,SVK,f,temporary,1
2013,4,UKR,f,temporary,3
2013,4,BLR,f,convicted,2
2013,4,BGR,f,convicted,2
2013,4,CZE,f,convicted,1
2013,4,DEU,f,convicted,1
2013,4,ROU,f,convicted,3
2013,4,UKR,f,convicted,7
2013,4,"",f,convicted,1
2013,5,ARG,m,temporary,1
2013,5,ARM,m,temporary,5
2013,5,AUT,m,temporary,1
2013,5,AZE,m,temporary,2
2013,5,BGD,m,temporary,4
2013,5,BEL,m,temporary,2
2013,5,BLR,m,temporary,10
2013,5,BGR,m,temporary,22
2013,5,HRV,m,temporary,1
2013,5,CZE,m,temporary,3
2013,5,FRA,m,temporary,1
2013,5,GEO,m,temporary,6
2013,5,GIN,m,temporary,1
2013,5,NLD,m,temporary,9
2013,5,IND,m,temporary,1
2013,5,IRQ,m,temporary,1
2013,5,ISR,m,temporary,1
2013,5,YEM,m,temporary,1
2013,5,CMR,m,temporary,1
2013,5,KGZ,m,temporary,1
2013,5,COL,m,temporary,4
2013,5,XKX,m,temporary,2
2013,5,LBY,m,temporary,2
2013,5,LTU,m,temporary,26
2013,5,LVA,m,temporary,7
2013,5,MAR,m,temporary,1
2013,5,MDA,m,temporary,2
2013,5,DEU,m,temporary,7
2013,5,NGA,m,temporary,6
2013,5,PAK,m,temporary,1
2013,5,BIH,m,temporary,1
2013,5,ZAF,m,temporary,1
2013,5,RUS,m,temporary,17
2013,5,ROU,m,temporary,17
2013,5,SVK,m,temporary,1
2013,5,SOM,m,temporary,1
2013,5,SYR,m,temporary,1
2013,5,SWE,m,temporary,1
2013,5,TUR,m,temporary,2
2013,5,UKR,m,temporary,35
2013,5,UZB,m,temporary,2
2013,5,HUN,m,temporary,1
2013,5,GBR,m,temporary,1
2013,5,VNM,m,temporary,6
2013,5,ITA,m,temporary,3
2013,5,"",m,temporary,3
2013,5,"",m,temporary,1
2013,5,ALB,m,convicted,1
2013,5,DZA,m,convicted,2
2013,5,ARM,m,convicted,19
2013,5,AZE,m,convicted,2
2013,5,BLR,m,convicted,20
2013,5,BGR,m,convicted,35
2013,5,HRV,m,convicted,2
2013,5,CZE,m,convicted,7
2013,5,EST,m,convicted,1
2013,5,FRA,m,convicted,1
2013,5,GRC,m,convicted,2
2013,5,GEO,m,convicted,10
2013,5,ESP,m,convicted,1
2013,5,NLD,m,convicted,3
2013,5,JOR,m,convicted,1
2013,5,"",m,convicted,1
2013,5,CMR,m,convicted,1
2013,5,COL,m,convicted,2
2013,5,LBN,m,convicted,1
2013,5,LTU,m,convicted,16
2013,5,LVA,m,convicted,6
2013,5,MDA,m,convicted,2
2013,5,DEU,m,convicted,11
2013,5,NGA,m,convicted,4
2013,5,PAK,m,convicted,1
2013,5,PSE,m,convicted,1
2013,5,RUS,m,convicted,28
2013,5,ROU,m,convicted,37
2013,5,SRB,m,convicted,1
2013,5,SVK,m,convicted,3
2013,5,LKA,m,convicted,1
2013,5,SYR,m,convicted,1
2013,5,SWE,m,convicted,2
2013,5,TUN,m,convicted,2
2013,5,TUR,m,convicted,6
2013,5,UKR,m,convicted,46
2013,5,HUN,m,convicted,2
2013,5,GBR,m,convicted,2
2013,5,VNM,m,convicted,20
2013,5,ZMB,m,convicted,1
2013,5,"",m,convicted,1
2013,5,LTU,m,punished,1
2013,5,ARM,f,temporary,1
2013,5,BLR,f,temporary,1
2013,5,BGR,f,temporary,2
2013,5,CZE,f,temporary,2
2013,5,MDA,f,temporary,1
2013,5,UKR,f,temporary,2
2013,5,BLR,f,convicted,2
2013,5,BGR,f,convicted,2
2013,5,CZE,f,convicted,1
2013,5,LVA,f,convicted,1
2013,5,DEU,f,convicted,1
2013,5,ROU,f,convicted,3
2013,5,UKR,f,convicted,6
2013,5,"",f,convicted,1
2013,6,ARG,m,temporary,1
2013,6,ARM,m,temporary,6
2013,6,AUT,m,temporary,2
2013,6,AZE,m,temporary,2
2013,6,BEL,m,temporary,2
2013,6,BLR,m,temporary,10
2013,6,BGR,m,temporary,17
2013,6,HRV,m,temporary,1
2013,6,CZE,m,temporary,5
2013,6,EST,m,temporary,5
2013,6,FRA,m,temporary,3
2013,6,GEO,m,temporary,7
2013,6,GIN,m,temporary,1
2013,6,NLD,m,temporary,9
2013,6,IND,m,temporary,2
2013,6,IRQ,m,temporary,1
2013,6,ISR,m,temporary,1
2013,6,YEM,m,temporary,1
2013,6,KGZ,m,temporary,1
2013,6,COL,m,temporary,4
2013,6,COG,m,temporary,1
2013,6,XKX,m,temporary,2
2013,6,LBY,m,temporary,1
2013,6,LTU,m,temporary,26
2013,6,LVA,m,temporary,4
2013,6,MAR,m,temporary,1
2013,6,MDA,m,temporary,1
2013,6,DEU,m,temporary,6
2013,6,NGA,m,temporary,5
2013,6,PAK,m,temporary,1
2013,6,PRT,m,temporary,1
2013,6,BIH,m,temporary,1
2013,6,ZAF,m,temporary,1
2013,6,RUS,m,temporary,17
2013,6,ROU,m,temporary,11
2013,6,SRB,m,temporary,2
2013,6,SVK,m,temporary,1
2013,6,SOM,m,temporary,1
2013,6,SYR,m,temporary,1
2013,6,SWE,m,temporary,1
2013,6,TUR,m,temporary,1
2013,6,UKR,m,temporary,32
2013,6,UZB,m,temporary,2
2013,6,HUN,m,temporary,1
2013,6,GBR,m,temporary,3
2013,6,VNM,m,temporary,6
2013,6,ITA,m,temporary,3
2013,6,"",m,temporary,3
2013,6,"",m,temporary,1
2013,6,ALB,m,convicted,1
2013,6,DZA,m,convicted,1
2013,6,ARM,m,convicted,19
2013,6,AZE,m,convicted,2
2013,6,BLR,m,convicted,21
2013,6,BGR,m,convicted,37
2013,6,HRV,m,convicted,2
2013,6,CZE,m,convicted,7
2013,6,EST,m,convicted,1
2013,6,FRA,m,convicted,1
2013,6,GRC,m,convicted,2
2013,6,GEO,m,convicted,11
2013,6,ESP,m,convicted,1
2013,6,NLD,m,convicted,3
2013,6,JOR,m,convicted,1
2013,6,"",m,convicted,1
2013,6,CMR,m,convicted,1
2013,6,COL,m,convicted,2
2013,6,LBN,m,convicted,1
2013,6,LTU,m,convicted,17
2013,6,LVA,m,convicted,6
2013,6,MDA,m,convicted,2
2013,6,DEU,m,convicted,14
2013,6,NGA,m,convicted,5
2013,6,PAK,m,convicted,1
2013,6,PSE,m,convicted,1
2013,6,RUS,m,convicted,30
2013,6,ROU,m,convicted,38
2013,6,SRB,m,convicted,1
2013,6,SVK,m,convicted,3
2013,6,LKA,m,convicted,1
2013,6,SYR,m,convicted,1
2013,6,SWE,m,convicted,1
2013,6,TUN,m,convicted,2
2013,6,TUR,m,convicted,6
2013,6,UKR,m,convicted,43
2013,6,HUN,m,convicted,2
2013,6,GBR,m,convicted,2
2013,6,VNM,m,convicted,16
2013,6,ZMB,m,convicted,1
2013,6,"",m,convicted,1
2013,6,ARM,m,punished,1
2013,6,LTU,m,punished,1
2013,6,"",m,punished,1
2013,6,ARM,f,temporary,1
2013,6,BGR,f,temporary,2
2013,6,CZE,f,temporary,1
2013,6,MDA,f,temporary,1
2013,6,UKR,f,temporary,3
2013,6,HUN,f,temporary,2
2013,6,BLR,f,convicted,3
2013,6,BGR,f,convicted,1
2013,6,CZE,f,convicted,1
2013,6,LVA,f,convicted,1
2013,6,DEU,f,convicted,1
2013,6,ROU,f,convicted,3
2013,6,UKR,f,convicted,6
2013,6,"",f,convicted,1
2013,6,UKR,f,punished,1
2013,7,AFG,m,temporary,2
2013,7,ARM,m,temporary,7
2013,7,AZE,m,temporary,2
2013,7,BEL,m,temporary,1
2013,7,BLR,m,temporary,8
2013,7,BGR,m,temporary,18
2013,7,HRV,m,temporary,1
2013,7,CZE,m,temporary,5
2013,7,EGY,m,temporary,1
2013,7,EST,m,temporary,3
2013,7,FRA,m,temporary,3
2013,7,GEO,m,temporary,6
2013,7,GIN,m,temporary,1
2013,7,NLD,m,temporary,7
2013,7,IND,m,temporary,2
2013,7,IRQ,m,temporary,1
2013,7,ISR,m,temporary,3
2013,7,YEM,m,temporary,1
2013,7,KAZ,m,temporary,1
2013,7,KGZ,m,temporary,2
2013,7,COL,m,temporary,4
2013,7,COG,m,temporary,1
2013,7,XKX,m,temporary,2
2013,7,LBY,m,temporary,1
2013,7,LTU,m,temporary,19
2013,7,LVA,m,temporary,3
2013,7,MAR,m,temporary,2
2013,7,MDA,m,temporary,2
2013,7,DEU,m,temporary,5
2013,7,NGA,m,temporary,6
2013,7,PAK,m,temporary,1
2013,7,BIH,m,temporary,1
2013,7,ZAF,m,temporary,1
