year,sex,country_code,prison,country,continent,wbd_region7,schengen
2021,m,SVN,1,Slovenia,Europe,Europe & Central Asia,Schengen
2021,m,SOM,2,Somalia,Africa,Sub-Saharan Africa,non-Schengen
2021,m,LKA,3,Sri Lanka,Asia,South Asia,non-Schengen
2021,m,USA,5,United States,Americas,North America,non-Schengen
2021,m,SYR,20,Syria,Asia,Middle East & North Africa,non-Schengen
2021,m,CHE,1,Switzerland,Europe,Europe & Central Asia,Schengen
2021,m,SWE,3,Sweden,Europe,Europe & Central Asia,Schengen
2021,m,TJK,6,Tajikistan,Asia,Europe & Central Asia,non-Schengen
2021,m,TWN,1,Taiwan,Asia,East Asia & Pacific,non-Schengen
2021,m,TUN,4,Tunisia,Africa,Middle East & North Africa,non-Schengen
2021,m,TUR,13,Turkey,Asia,Europe & Central Asia,non-Schengen
2021,m,UKR,698,Ukraine,Europe,Europe & Central Asia,non-Schengen
2021,m,UZB,11,Uzbekistan,Asia,Europe & Central Asia,non-Schengen
2021,m,HUN,1,Hungary,Europe,Europe & Central Asia,Schengen
2021,m,GBR,6,United Kingdom,Europe,Europe & Central Asia,non-Schengen
2021,m,VNM,38,Vietnam,Asia,East Asia & Pacific,non-Schengen
2021,m,ITA,9,Italy,Europe,Europe & Central Asia,Schengen
2021,m,ZWE,2,Zimbabwe,Africa,Sub-Saharan Africa,non-Schengen
2021,m,XXX,29,Stateless,other/unknown,other/unknown,non-Schengen
2021,m,DNK,1,Denmark,Europe,Europe & Central Asia,Schengen
2021,m,EGY,1,Egypt,Africa,Middle East & North Africa,non-Schengen
2021,m,GRC,2,Greece,Europe,Europe & Central Asia,Schengen
2021,m,CRI,1,Costa Rica,Americas,Latin America & Caribbean,non-Schengen
2021,m,BIH,1,Bosnia & Herzegovina,Europe,Europe & Central Asia,non-Schengen
2021,m,SRB,5,Serbia,Europe,Europe & Central Asia,non-Schengen
2021,m,TZA,1,Tanzania,Africa,Sub-Saharan Africa,non-Schengen
2021,m,TKM,1,Turkmenistan,Asia,Europe & Central Asia,non-Schengen
2021,f,BLR,7,Belarus,Europe,Europe & Central Asia,non-Schengen
2021,f,BGR,4,Bulgaria,Europe,Europe & Central Asia,non-Schengen
2021,f,LTU,2,Lithuania,Europe,Europe & Central Asia,Schengen
2021,f,DEU,2,Germany,Europe,Europe & Central Asia,Schengen
2021,f,NGA,1,Nigeria,Africa,Sub-Saharan Africa,non-Schengen
2021,f,RUS,3,Russia,Europe,Europe & Central Asia,non-Schengen
2021,f,ROU,3,Romania,Europe,Europe & Central Asia,non-Schengen
2021,f,SVK,3,Slovakia,Europe,Europe & Central Asia,Schengen
2021,f,SYR,1,Syria,Asia,Middle East & North Africa,non-Schengen
2021,f,UKR,29,Ukraine,Europe,Europe & Central Asia,non-Schengen
2021,f,ZWE,2,Zimbabwe,Africa,Sub-Saharan Africa,non-Schengen
2021,f,ARM,1,Armenia,Asia,Europe & Central Asia,non-Schengen
2021,f,BRA,2,Brazil,Americas,Latin America & Caribbean,non-Schengen
2021,f,ESP,2,Spain,Europe,Europe & Central Asia,Schengen
2021,f,VNM,2,Vietnam,Asia,East Asia & Pacific,non-Schengen
2021,f,XXX,1,Stateless,other/unknown,other/unknown,non-Schengen
2022,m,ALB,2,Albania,Europe,Europe & Central Asia,non-Schengen
2022,m,DZA,4,Algeria,Africa,Middle East & North Africa,non-Schengen
2022,m,ARM,29,Armenia,Asia,Europe & Central Asia,non-Schengen
2022,m,AZE,12,Azerbaijan,Asia,Europe & Central Asia,non-Schengen
2022,m,BGD,3,Bangladesh,Asia,South Asia,non-Schengen
2022,m,BEL,5,Belgium,Europe,Europe & Central Asia,Schengen
2022,m,BLR,98,Belarus,Europe,Europe & Central Asia,non-Schengen
2022,m,BGR,48,Bulgaria,Europe,Europe & Central Asia,non-Schengen
2022,m,CHN,8,China,Asia,East Asia & Pacific,non-Schengen
2022,m,CZE,16,Czechia,Europe,Europe & Central Asia,Schengen
2022,m,DNK,3,Denmark,Europe,Europe & Central Asia,Schengen
2022,m,EGY,6,Egypt,Africa,Middle East & North Africa,non-Schengen
2022,m,EST,6,Estonia,Europe,Europe & Central Asia,Schengen
2022,m,FRA,5,France,Europe,Europe & Central Asia,Schengen
2022,m,GRC,4,Greece,Europe,Europe & Central Asia,Schengen
2022,m,GEO,282,Georgia,Asia,Europe & Central Asia,non-Schengen
2022,m,ESP,3,Spain,Europe,Europe & Central Asia,Schengen
2022,m,NLD,4,Netherlands,Europe,Europe & Central Asia,Schengen
2022,m,IND,14,India,Asia,South Asia,non-Schengen
2022,m,IRQ,2,Iraq,Asia,Middle East & North Africa,non-Schengen
2022,m,IRN,4,Iran,Asia,Middle East & North Africa,non-Schengen
2022,m,ISR,3,Israel,Asia,Middle East & North Africa,non-Schengen
2022,m,XXX,36,Stateless,other/unknown,other/unknown,non-Schengen
2022,m,CMR,5,Cameroon,Africa,Sub-Saharan Africa,non-Schengen
2022,m,CAN,2,Canada,Americas,North America,non-Schengen
2022,m,KAZ,9,Kazakhstan,Asia,Europe & Central Asia,non-Schengen
2022,m,KGZ,2,Kyrgyzstan,Asia,Europe & Central Asia,non-Schengen
2022,m,COL,5,Colombia,Americas,Latin America & Caribbean,non-Schengen
2022,m,COG,1,Congo - Brazzaville,Africa,Sub-Saharan Africa,non-Schengen
2022,m,LTU,33,Lithuania,Europe,Europe & Central Asia,Schengen
2022,m,LVA,13,Latvia,Europe,Europe & Central Asia,Schengen
2022,m,MAR,2,Morocco,Africa,Middle East & North Africa,non-Schengen
2022,m,MDA,74,Moldova,Europe,Europe & Central Asia,non-Schengen
2022,m,DEU,24,Germany,Europe,Europe & Central Asia,Schengen
2022,m,NGA,14,Nigeria,Africa,Sub-Saharan Africa,non-Schengen
2022,m,NOR,2,Norway,Europe,Europe & Central Asia,Schengen
2022,m,PAK,10,Pakistan,Asia,South Asia,non-Schengen
2022,m,PRT,2,Portugal,Europe,Europe & Central Asia,Schengen
2022,m,BIH,1,Bosnia & Herzegovina,Europe,Europe & Central Asia,non-Schengen
2022,m,RUS,81,Russia,Europe,Europe & Central Asia,non-Schengen
2022,m,ROU,49,Romania,Europe,Europe & Central Asia,non-Schengen
2022,m,RWA,1,Rwanda,Africa,Sub-Saharan Africa,non-Schengen
2022,m,SEN,1,Senegal,Africa,Sub-Saharan Africa,non-Schengen
2022,m,SVK,10,Slovakia,Europe,Europe & Central Asia,Schengen
2022,m,SVN,1,Slovenia,Europe,Europe & Central Asia,Schengen
2022,m,USA,6,United States,Americas,North America,non-Schengen
2022,m,SDN,1,Sudan,Africa,Sub-Saharan Africa,non-Schengen
2022,m,SYR,4,Syria,Asia,Middle East & North Africa,non-Schengen
2022,m,SWE,2,Sweden,Europe,Europe & Central Asia,Schengen
2022,m,TJK,4,Tajikistan,Asia,Europe & Central Asia,non-Schengen
2022,m,TWN,1,Taiwan,Asia,East Asia & Pacific,non-Schengen
2022,m,TZA,2,Tanzania,Africa,Sub-Saharan Africa,non-Schengen
2022,m,TUN,3,Tunisia,Africa,Middle East & North Africa,non-Schengen
2022,m,TUR,14,Turkey,Asia,Europe & Central Asia,non-Schengen
2022,m,TKM,7,Turkmenistan,Asia,Europe & Central Asia,non-Schengen
2022,m,UKR,701,Ukraine,Europe,Europe & Central Asia,non-Schengen
2022,m,UZB,18,Uzbekistan,Asia,Europe & Central Asia,non-Schengen
2022,m,HUN,2,Hungary,Europe,Europe & Central Asia,Schengen
2022,m,VNM,27,Vietnam,Asia,East Asia & Pacific,non-Schengen
2022,m,ZWE,2,Zimbabwe,Africa,Sub-Saharan Africa,non-Schengen
2022,m,AFG,1,Afghanistan,Asia,South Asia,non-Schengen
2022,m,AUT,1,Austria,Europe,Europe & Central Asia,Schengen
2022,m,JOR,1,Jordan,Asia,Middle East & North Africa,non-Schengen
2022,m,LBN,1,Lebanon,Asia,Middle East & North Africa,non-Schengen
2022,m,LBY,1,Libya,Africa,Middle East & North Africa,non-Schengen
2022,m,MLT,1,Malta,Europe,Middle East & North Africa,Schengen
2022,m,MNG,1,Mongolia,Asia,East Asia & Pacific,non-Schengen
2022,m,PSE,2,Palestinian Territories,Asia,Middle East & North Africa,non-Schengen
2022,m,SRB,6,Serbia,Europe,Europe & Central Asia,non-Schengen
2022,m,GBR,5,United Kingdom,Europe,Europe & Central Asia,non-Schengen
2022,m,ITA,2,Italy,Europe,Europe & Central Asia,Schengen
2022,m,CIV,1,Côte d’Ivoire,Africa,Sub-Saharan Africa,non-Schengen
2022,f,BEL,1,Belgium,Europe,Europe & Central Asia,Schengen
2022,f,BLR,6,Belarus,Europe,Europe & Central Asia,non-Schengen
2022,f,BGR,3,Bulgaria,Europe,Europe & Central Asia,non-Schengen
2022,f,CZE,2,Czechia,Europe,Europe & Central Asia,Schengen
2022,f,DNK,1,Denmark,Europe,Europe & Central Asia,Schengen
2022,f,MDA,5,Moldova,Europe,Europe & Central Asia,non-Schengen
2022,f,DEU,1,Germany,Europe,Europe & Central Asia,Schengen
2022,f,ROU,4,Romania,Europe,Europe & Central Asia,non-Schengen
2022,f,UKR,32,Ukraine,Europe,Europe & Central Asia,non-Schengen
2022,f,VNM,1,Vietnam,Asia,East Asia & Pacific,non-Schengen
2022,f,BRA,1,Brazil,Americas,Latin America & Caribbean,non-Schengen
2022,f,FRA,1,France,Europe,Europe & Central Asia,Schengen
2022,f,ESP,2,Spain,Europe,Europe & Central Asia,Schengen
2022,f,LTU,2,Lithuania,Europe,Europe & Central Asia,Schengen
2022,f,SVK,3,Slovakia,Europe,Europe & Central Asia,Schengen
2022,f,CHE,1,Switzerland,Europe,Europe & Central Asia,Schengen
2022,f,XXX,2,Stateless,other/unknown,other/unknown,non-Schengen
2023,m,AFG,2,Afghanistan,Asia,South Asia,non-Schengen
2023,m,ALB,5,Albania,Europe,Europe & Central Asia,non-Schengen
2023,m,DZA,3,Algeria,Africa,Middle East & North Africa,non-Schengen
2023,m,ARM,34,Armenia,Asia,Europe & Central Asia,non-Schengen
2023,m,AZE,12,Azerbaijan,Asia,Europe & Central Asia,non-Schengen
2023,m,BGD,5,Bangladesh,Asia,South Asia,non-Schengen
2023,m,BEL,3,Belgium,Europe,Europe & Central Asia,Schengen
2023,m,BLR,139,Belarus,Europe,Europe & Central Asia,non-Schengen
2023,m,BGR,45,Bulgaria,Europe,Europe & Central Asia,non-Schengen
2023,m,CHN,4,China,Asia,East Asia & Pacific,non-Schengen
2023,m,CZE,17,Czechia,Europe,Europe & Central Asia,Schengen
2023,m,DNK,1,Denmark,Europe,Europe & Central Asia,Schengen
2023,m,EGY,7,Egypt,Africa,Middle East & North Africa,non-Schengen
2023,m,EST,7,Estonia,Europe,Europe & Central Asia,Schengen
2023,m,ETH,1,Ethiopia,Africa,Sub-Saharan Africa,non-Schengen
2023,m,FIN,1,Finland,Europe,Europe & Central Asia,Schengen
2023,m,FRA,3,France,Europe,Europe & Central Asia,Schengen
2023,m,GRC,1,Greece,Europe,Europe & Central Asia,Schengen
2023,m,GEO,345,Georgia,Asia,Europe & Central Asia,non-Schengen
2023,m,ESP,3,Spain,Europe,Europe & Central Asia,Schengen
2023,m,NLD,12,Netherlands,Europe,Europe & Central Asia,Schengen
2023,m,IND,14,India,Asia,South Asia,non-Schengen
2023,m,IRN,2,Iran,Asia,Middle East & North Africa,non-Schengen
2023,m,IRL,2,Ireland,Europe,Europe & Central Asia,non-Schengen
2023,m,ISR,5,Israel,Asia,Middle East & North Africa,non-Schengen
2023,m,CAN,2,Canada,Americas,North America,non-Schengen
2023,m,KAZ,6,Kazakhstan,Asia,Europe & Central Asia,non-Schengen
2023,m,COL,12,Colombia,Americas,Latin America & Caribbean,non-Schengen
2023,m,KOR,1,South Korea,Asia,East Asia & Pacific,non-Schengen
2023,m,LTU,25,Lithuania,Europe,Europe & Central Asia,Schengen
2023,m,LVA,26,Latvia,Europe,Europe & Central Asia,Schengen
2023,m,MAR,3,Morocco,Africa,Middle East & North Africa,non-Schengen
2023,m,MDA,72,Moldova,Europe,Europe & Central Asia,non-Schengen
2023,m,DEU,26,Germany,Europe,Europe & Central Asia,Schengen
2023,m,NGA,16,Nigeria,Africa,Sub-Saharan Africa,non-Schengen
2023,m,NOR,4,Norway,Europe,Europe & Central Asia,Schengen
2023,m,PAK,6,Pakistan,Asia,South Asia,non-Schengen
2023,m,PSE,2,Palestinian Territories,Asia,Middle East & North Africa,non-Schengen
2023,m,PRY,6,Paraguay,Americas,Latin America & Caribbean,non-Schengen
2023,m,PER,3,Peru,Americas,Latin America & Caribbean,non-Schengen
2023,m,PRT,4,Portugal,Europe,Europe & Central Asia,Schengen
2023,m,RUS,88,Russia,Europe,Europe & Central Asia,non-Schengen
2023,m,ROU,52,Romania,Europe,Europe & Central Asia,non-Schengen
2023,m,SEN,1,Senegal,Africa,Sub-Saharan Africa,non-Schengen
2023,m,SVK,15,Slovakia,Europe,Europe & Central Asia,Schengen
2023,m,USA,5,United States,Americas,North America,non-Schengen
2023,m,SYR,14,Syria,Asia,Middle East & North Africa,non-Schengen
2023,m,SWE,3,Sweden,Europe,Europe & Central Asia,Schengen
2023,m,TJK,6,Tajikistan,Asia,Europe & Central Asia,non-Schengen
2023,m,TWN,1,Taiwan,Asia,East Asia & Pacific,non-Schengen
2023,m,TUN,7,Tunisia,Africa,Middle East & North Africa,non-Schengen
2023,m,TUR,11,Turkey,Asia,Europe & Central Asia,non-Schengen
2023,m,TKM,13,Turkmenistan,Asia,Europe & Central Asia,non-Schengen
2023,m,UKR,1015,Ukraine,Europe,Europe & Central Asia,non-Schengen
2023,m,UZB,26,Uzbekistan,Asia,Europe & Central Asia,non-Schengen
2023,m,HUN,1,Hungary,Europe,Europe & Central Asia,Schengen
2023,m,GBR,4,United Kingdom,Europe,Europe & Central Asia,non-Schengen
2023,m,VNM,24,Vietnam,Asia,East Asia & Pacific,non-Schengen
2023,m,ITA,7,Italy,Europe,Europe & Central Asia,Schengen
2023,m,ZWE,2,Zimbabwe,Africa,Sub-Saharan Africa,non-Schengen
2023,m,XXX,49,Stateless,other/unknown,other/unknown,non-Schengen
2023,m,AUT,1,Austria,Europe,Europe & Central Asia,Schengen
2023,m,IRQ,1,Iraq,Asia,Middle East & North Africa,non-Schengen
2023,m,JOR,1,Jordan,Asia,Middle East & North Africa,non-Schengen
2023,m,CMR,1,Cameroon,Africa,Sub-Saharan Africa,non-Schengen
2023,m,KGZ,1,Kyrgyzstan,Asia,Europe & Central Asia,non-Schengen
2023,m,LBN,1,Lebanon,Asia,Middle East & North Africa,non-Schengen
2023,m,LBY,1,Libya,Africa,Middle East & North Africa,non-Schengen
2023,m,MLT,1,Malta,Europe,Middle East & North Africa,Schengen
2023,m,MNG,1,Mongolia,Asia,East Asia & Pacific,non-Schengen
2023,m,RWA,1,Rwanda,Africa,Sub-Saharan Africa,non-Schengen
2023,m,SRB,3,Serbia,Europe,Europe & Central Asia,non-Schengen
2023,m,SDN,1,Sudan,Africa,Sub-Saharan Africa,non-Schengen
2023,m,TZA,1,Tanzania,Africa,Sub-Saharan Africa,non-Schengen
2023,f,BLR,10,Belarus,Europe,Europe & Central Asia,non-Schengen
2023,f,CZE,1,Czechia,Europe,Europe & Central Asia,Schengen
2023,f,GEO,4,Georgia,Asia,Europe & Central Asia,non-Schengen
2023,f,KAZ,2,Kazakhstan,Asia,Europe & Central Asia,non-Schengen
2023,f,LTU,1,Lithuania,Europe,Europe & Central Asia,Schengen
2023,f,MDA,4,Moldova,Europe,Europe & Central Asia,non-Schengen
2023,f,DEU,3,Germany,Europe,Europe & Central Asia,Schengen
2023,f,UKR,57,Ukraine,Europe,Europe & Central Asia,non-Schengen
2023,f,ITA,2,Italy,Europe,Europe & Central Asia,Schengen
2023,f,BRA,1,Brazil,Americas,Latin America & Caribbean,non-Schengen
2023,f,DNK,1,Denmark,Europe,Europe & Central Asia,Schengen
2023,f,ROU,2,Romania,Europe,Europe & Central Asia,non-Schengen
2023,f,SVK,1,Slovakia,Europe,Europe & Central Asia,Schengen
2023,f,USA,2,United States,Americas,North America,non-Schengen
2023,f,CHE,1,Switzerland,Europe,Europe & Central Asia,Schengen
2023,f,XXX,2,Stateless,other/unknown,other/unknown,non-Schengen
2024,m,AFG,1,Afghanistan,Asia,South Asia,non-Schengen
2024,m,ALB,5,Albania,Europe,Europe & Central Asia,non-Schengen
2024,m,DZA,4,Algeria,Africa,Middle East & North Africa,non-Schengen
2024,m,ARM,39,Armenia,Asia,Europe & Central Asia,non-Schengen
2024,m,AZE,12,Azerbaijan,Asia,Europe & Central Asia,non-Schengen
2024,m,BGD,3,Bangladesh,Asia,South Asia,non-Schengen
2024,m,BLR,130,Belarus,Europe,Europe & Central Asia,non-Schengen
2024,m,BGR,37,Bulgaria,Europe,Europe & Central Asia,non-Schengen
2024,m,CHN,3,China,Asia,East Asia & Pacific,non-Schengen
2024,m,HRV,2,Croatia,Europe,Europe & Central Asia,Schengen
2024,m,CZE,30,Czechia,Europe,Europe & Central Asia,Schengen
2024,m,DNK,2,Denmark,Europe,Europe & Central Asia,Schengen
2024,m,PHL,3,Philippines,Asia,East Asia & Pacific,non-Schengen
2024,m,FIN,1,Finland,Europe,Europe & Central Asia,Schengen
2024,m,FRA,3,France,Europe,Europe & Central Asia,Schengen
2024,m,GHA,1,Ghana,Africa,Sub-Saharan Africa,non-Schengen
2024,m,GRC,1,Greece,Europe,Europe & Central Asia,Schengen
2024,m,GEO,314,Georgia,Asia,Europe & Central Asia,non-Schengen
2024,m,ESP,2,Spain,Europe,Europe & Central Asia,Schengen
2024,m,NLD,12,Netherlands,Europe,Europe & Central Asia,Schengen
2024,m,IND,9,India,Asia,South Asia,non-Schengen
2024,m,IRQ,3,Iraq,Asia,Middle East & North Africa,non-Schengen
2024,m,IRN,1,Iran,Asia,Middle East & North Africa,non-Schengen
2024,m,IRL,2,Ireland,Europe,Europe & Central Asia,non-Schengen
2024,m,CMR,2,Cameroon,Africa,Sub-Saharan Africa,non-Schengen
2024,m,CAN,3,Canada,Americas,North America,non-Schengen
2024,m,KAZ,12,Kazakhstan,Asia,Europe & Central Asia,non-Schengen
2024,m,KGZ,2,Kyrgyzstan,Asia,Europe & Central Asia,non-Schengen
2024,m,COL,18,Colombia,Americas,Latin America & Caribbean,non-Schengen
2024,m,KOR,2,South Korea,Asia,East Asia & Pacific,non-Schengen
2024,m,XKX,1,KOSOVO,Europe,Europe & Central Asia,non-Schengen
2024,m,LBY,2,Libya,Africa,Middle East & North Africa,non-Schengen
2024,m,LTU,44,Lithuania,Europe,Europe & Central Asia,Schengen
2024,m,LVA,10,Latvia,Europe,Europe & Central Asia,Schengen
2024,m,MKD,1,North Macedonia,Europe,Europe & Central Asia,non-Schengen
2024,m,MYS,2,Malaysia,Asia,East Asia & Pacific,non-Schengen
2024,m,MAR,3,Morocco,Africa,Middle East & North Africa,non-Schengen
2024,m,MEX,5,Mexico,Americas,Latin America & Caribbean,non-Schengen
2024,m,MDA,87,Moldova,Europe,Europe & Central Asia,non-Schengen
2024,m,NPL,1,Nepal,Asia,South Asia,non-Schengen
2024,m,DEU,24,Germany,Europe,Europe & Central Asia,Schengen
2024,m,NGA,21,Nigeria,Africa,Sub-Saharan Africa,non-Schengen
2024,m,NOR,1,Norway,Europe,Europe & Central Asia,Schengen
2024,m,PAK,4,Pakistan,Asia,South Asia,non-Schengen
2024,m,PRT,3,Portugal,Europe,Europe & Central Asia,Schengen
2024,m,RUS,82,Russia,Europe,Europe & Central Asia,non-Schengen
2024,m,ROU,43,Romania,Europe,Europe & Central Asia,non-Schengen
2024,m,SEN,1,Senegal,Africa,Sub-Saharan Africa,non-Schengen
2024,m,SRB,5,Serbia,Europe,Europe & Central Asia,non-Schengen
2024,m,SVK,14,Slovakia,Europe,Europe & Central Asia,Schengen
2024,m,SVN,2,Slovenia,Europe,Europe & Central Asia,Schengen
2024,m,USA,5,United States,Americas,North America,non-Schengen
2024,m,SDN,1,Sudan,Africa,Sub-Saharan Africa,non-Schengen
2024,m,SYR,11,Syria,Asia,Middle East & North Africa,non-Schengen
2024,m,SWE,4,Sweden,Europe,Europe & Central Asia,Schengen
2024,m,TJK,4,Tajikistan,Asia,Europe & Central Asia,non-Schengen
2024,m,TUN,8,Tunisia,Africa,Middle East & North Africa,non-Schengen
2024,m,TUR,16,Turkey,Asia,Europe & Central Asia,non-Schengen
2024,m,TKM,11,Turkmenistan,Asia,Europe & Central Asia,non-Schengen
2024,m,UKR,1220,Ukraine,Europe,Europe & Central Asia,non-Schengen
2024,m,UZB,19,Uzbekistan,Asia,Europe & Central Asia,non-Schengen
2024,m,GBR,7,United Kingdom,Europe,Europe & Central Asia,non-Schengen
2024,m,VNM,13,Vietnam,Asia,East Asia & Pacific,non-Schengen
2024,m,ITA,10,Italy,Europe,Europe & Central Asia,Schengen
2024,m,ZWE,5,Zimbabwe,Africa,Sub-Saharan Africa,non-Schengen
2024,m,XXX,57,Stateless,other/unknown,other/unknown,non-Schengen
2024,m,BEL,2,Belgium,Europe,Europe & Central Asia,Schengen
2024,m,EGY,2,Egypt,Africa,Middle East & North Africa,non-Schengen
2024,m,EST,5,Estonia,Europe,Europe & Central Asia,Schengen
2024,m,ETH,1,Ethiopia,Africa,Sub-Saharan Africa,non-Schengen
2024,m,GMB,1,Gambia,Africa,Sub-Saharan Africa,non-Schengen
2024,m,JOR,2,Jordan,Asia,Middle East & North Africa,non-Schengen
2024,m,LBN,1,Lebanon,Asia,Middle East & North Africa,non-Schengen
2024,m,PSE,2,Palestinian Territories,Asia,Middle East & North Africa,non-Schengen
2024,m,RWA,1,Rwanda,Africa,Sub-Saharan Africa,non-Schengen
2024,m,TZA,1,Tanzania,Africa,Sub-Saharan Africa,non-Schengen
2024,f,AUT,1,Austria,Europe,Europe & Central Asia,Schengen
2024,f,BLR,8,Belarus,Europe,Europe & Central Asia,non-Schengen
2024,f,CZE,2,Czechia,Europe,Europe & Central Asia,Schengen
2024,f,KAZ,1,Kazakhstan,Asia,Europe & Central Asia,non-Schengen
2024,f,MDA,7,Moldova,Europe,Europe & Central Asia,non-Schengen
2024,f,DEU,3,Germany,Europe,Europe & Central Asia,Schengen
2024,f,RUS,2,Russia,Europe,Europe & Central Asia,non-Schengen
2024,f,ROU,3,Romania,Europe,Europe & Central Asia,non-Schengen
2024,f,SRB,1,Serbia,Europe,Europe & Central Asia,non-Schengen
2024,f,UKR,83,Ukraine,Europe,Europe & Central Asia,non-Schengen
2024,f,ARM,1,Armenia,Asia,Europe & Central Asia,non-Schengen
2024,f,BRA,1,Brazil,Americas,Latin America & Caribbean,non-Schengen
2024,f,BGR,2,Bulgaria,Europe,Europe & Central Asia,non-Schengen
2024,f,SVK,2,Slovakia,Europe,Europe & Central Asia,Schengen
2024,f,VNM,1,Vietnam,Asia,East Asia & Pacific,non-Schengen
2024,f,ITA,1,Italy,Europe,Europe & Central Asia,Schengen
2024,f,XXX,2,Stateless,other/unknown,other/unknown,non-Schengen
