year,country_code,sex,zus,country,continent,wbd_region7,schengen
2024,NER,m,155,Niger,Africa,Sub-Saharan Africa,non-Schengen
2024,NGA,f,455,Nigeria,Africa,Sub-Saharan Africa,non-Schengen
2024,NGA,m,1500,Nigeria,Africa,Sub-Saharan Africa,non-Schengen
2024,NIC,f,10,Nicaragua,Americas,Latin America & Caribbean,non-Schengen
2024,NIC,m,45,Nicaragua,Americas,Latin America & Caribbean,non-Schengen
2024,NLD,f,145,Netherlands,Europe,Europe & Central Asia,Schengen
2024,NLD,m,1062,Netherlands,Europe,Europe & Central Asia,Schengen
2024,NOR,f,37,Norway,Europe,Europe & Central Asia,Schengen
2024,NOR,m,116,Norway,Europe,Europe & Central Asia,Schengen
2024,NPL,f,1475,Nepal,Asia,South Asia,non-Schengen
2024,NPL,m,7823,Nepal,Asia,South Asia,non-Schengen
2024,NZL,f,14,New Zealand,Oceania,East Asia & Pacific,non-Schengen
2024,NZL,m,42,New Zealand,Oceania,East Asia & Pacific,non-Schengen
2024,OMN,f,18,Oman,Asia,Middle East & North Africa,non-Schengen
2024,OMN,m,15,Oman,Asia,Middle East & North Africa,non-Schengen
2024,PAK,f,272,Pakistan,Asia,South Asia,non-Schengen
2024,PAK,m,1471,Pakistan,Asia,South Asia,non-Schengen
2024,PAN,f,4,Panama,Americas,Latin America & Caribbean,non-Schengen
2024,PAN,m,23,Panama,Americas,Latin America & Caribbean,non-Schengen
2024,PCN,f,3,Pitcairn Islands,Oceania,East Asia & Pacific,non-Schengen
2024,PCN,m,4,Pitcairn Islands,Oceania,East Asia & Pacific,non-Schengen
2024,PER,f,181,Peru,Americas,Latin America & Caribbean,non-Schengen
2024,PER,m,443,Peru,Americas,Latin America & Caribbean,non-Schengen
2024,PHL,f,4776,Philippines,Asia,East Asia & Pacific,non-Schengen
2024,PHL,m,9833,Philippines,Asia,East Asia & Pacific,non-Schengen
2024,PLW,f,0,Palau,Oceania,East Asia & Pacific,non-Schengen
2024,PLW,m,0,Palau,Oceania,East Asia & Pacific,non-Schengen
2024,PNG,f,0,Papua New Guinea,Oceania,East Asia & Pacific,non-Schengen
2024,PNG,m,0,Papua New Guinea,Oceania,East Asia & Pacific,non-Schengen
2024,PRI,f,0,Puerto Rico,Americas,other/unknown,non-Schengen
2024,PRI,m,0,Puerto Rico,Americas,other/unknown,non-Schengen
2024,KOR,f,0,South Korea,Asia,East Asia & Pacific,non-Schengen
2024,KOR,m,0,South Korea,Asia,East Asia & Pacific,non-Schengen
2024,PRT,f,244,Portugal,Europe,Europe & Central Asia,Schengen
2024,PRT,m,1437,Portugal,Europe,Europe & Central Asia,Schengen
2024,PRY,f,29,Paraguay,Americas,Latin America & Caribbean,non-Schengen
2024,PRY,m,89,Paraguay,Americas,Latin America & Caribbean,non-Schengen
2024,PSE,f,9,Palestinian Territories,Asia,Middle East & North Africa,non-Schengen
2024,PSE,m,188,Palestinian Territories,Asia,Middle East & North Africa,non-Schengen
2024,ROU,f,1945,Romania,Europe,Europe & Central Asia,non-Schengen
2024,ROU,m,4639,Romania,Europe,Europe & Central Asia,non-Schengen
2024,RUS,f,5652,Russia,Europe,Europe & Central Asia,non-Schengen
2024,RUS,m,6467,Russia,Europe,Europe & Central Asia,non-Schengen
2024,RWA,f,358,Rwanda,Africa,Sub-Saharan Africa,non-Schengen
2024,RWA,m,578,Rwanda,Africa,Sub-Saharan Africa,non-Schengen
2024,SAU,f,10,Saudi Arabia,Asia,Middle East & North Africa,non-Schengen
2024,SAU,m,40,Saudi Arabia,Asia,Middle East & North Africa,non-Schengen
2024,SDN,f,3,Sudan,Africa,Sub-Saharan Africa,non-Schengen
2024,SDN,m,63,Sudan,Africa,Sub-Saharan Africa,non-Schengen
2024,SEN,f,8,Senegal,Africa,Sub-Saharan Africa,non-Schengen
2024,SEN,m,72,Senegal,Africa,Sub-Saharan Africa,non-Schengen
2024,SGP,f,11,Singapore,Asia,East Asia & Pacific,non-Schengen
2024,SGP,m,9,Singapore,Asia,East Asia & Pacific,non-Schengen
2024,SLE,f,4,Sierra Leone,Africa,Sub-Saharan Africa,non-Schengen
2024,SLE,m,13,Sierra Leone,Africa,Sub-Saharan Africa,non-Schengen
2024,SLV,f,12,El Salvador,Americas,Latin America & Caribbean,non-Schengen
2024,SLV,m,29,El Salvador,Americas,Latin America & Caribbean,non-Schengen
2024,SOM,f,5,Somalia,Africa,Sub-Saharan Africa,non-Schengen
2024,SOM,m,28,Somalia,Africa,Sub-Saharan Africa,non-Schengen
2024,SUR,f,6,Suriname,Americas,Latin America & Caribbean,non-Schengen
2024,SUR,m,0,Suriname,Americas,Latin America & Caribbean,non-Schengen
2024,SVK,f,721,Slovakia,Europe,Europe & Central Asia,Schengen
2024,SVK,m,1064,Slovakia,Europe,Europe & Central Asia,Schengen
2024,SVN,f,50,Slovenia,Europe,Europe & Central Asia,Schengen
2024,SVN,m,137,Slovenia,Europe,Europe & Central Asia,Schengen
2024,SWE,f,154,Sweden,Europe,Europe & Central Asia,Schengen
2024,SWE,m,487,Sweden,Europe,Europe & Central Asia,Schengen
2024,SWZ,f,0,Eswatini,Africa,Sub-Saharan Africa,non-Schengen
2024,SWZ,m,0,Eswatini,Africa,Sub-Saharan Africa,non-Schengen
2024,SYC,f,0,Seychelles,Africa,Sub-Saharan Africa,non-Schengen
2024,SYC,m,0,Seychelles,Africa,Sub-Saharan Africa,non-Schengen
2024,SYR,f,93,Syria,Asia,Middle East & North Africa,non-Schengen
2024,SYR,m,627,Syria,Asia,Middle East & North Africa,non-Schengen
2024,TCD,f,0,Chad,Africa,Sub-Saharan Africa,non-Schengen
2024,TCD,m,4,Chad,Africa,Sub-Saharan Africa,non-Schengen
2024,TGO,f,0,Togo,Africa,Sub-Saharan Africa,non-Schengen
2024,TGO,m,20,Togo,Africa,Sub-Saharan Africa,non-Schengen
2024,THA,f,679,Thailand,Asia,East Asia & Pacific,non-Schengen
2024,THA,m,321,Thailand,Asia,East Asia & Pacific,non-Schengen
2024,TJK,f,120,Tajikistan,Asia,Europe & Central Asia,non-Schengen
2024,TJK,m,1392,Tajikistan,Asia,Europe & Central Asia,non-Schengen
2024,TKM,f,289,Turkmenistan,Asia,Europe & Central Asia,non-Schengen
2024,TKM,m,2840,Turkmenistan,Asia,Europe & Central Asia,non-Schengen
2024,TON,f,0,Tonga,Oceania,East Asia & Pacific,non-Schengen
2024,TON,m,0,Tonga,Oceania,East Asia & Pacific,non-Schengen
2024,TUN,f,148,Tunisia,Africa,Middle East & North Africa,non-Schengen
2024,TUN,m,994,Tunisia,Africa,Middle East & North Africa,non-Schengen
2024,TUR,f,1275,Turkey,Asia,Europe & Central Asia,non-Schengen
2024,TUR,m,8492,Turkey,Asia,Europe & Central Asia,non-Schengen
2024,TWN,f,76,Taiwan,Asia,East Asia & Pacific,non-Schengen
2024,TWN,m,56,Taiwan,Asia,East Asia & Pacific,non-Schengen
2024,TZA,f,99,Tanzania,Africa,Sub-Saharan Africa,non-Schengen
2024,TZA,m,150,Tanzania,Africa,Sub-Saharan Africa,non-Schengen
2024,UGA,f,141,Uganda,Africa,Sub-Saharan Africa,non-Schengen
2024,UGA,m,157,Uganda,Africa,Sub-Saharan Africa,non-Schengen
2024,UKR,f,375392,Ukraine,Europe,Europe & Central Asia,non-Schengen
2024,UKR,m,395275,Ukraine,Europe,Europe & Central Asia,non-Schengen
2024,URY,f,23,Uruguay,Americas,Latin America & Caribbean,non-Schengen
2024,URY,m,34,Uruguay,Americas,Latin America & Caribbean,non-Schengen
2024,USA,f,447,United States,Americas,North America,non-Schengen
2024,USA,m,1272,United States,Americas,North America,non-Schengen
2024,UZB,f,488,Uzbekistan,Asia,Europe & Central Asia,non-Schengen
2024,UZB,m,7750,Uzbekistan,Asia,Europe & Central Asia,non-Schengen
2024,VAT,f,3,Vatican City,Europe,Europe & Central Asia,non-Schengen
2024,VAT,m,3,Vatican City,Europe,Europe & Central Asia,non-Schengen
2024,VEN,f,157,Venezuela,Americas,Latin America & Caribbean,non-Schengen
2024,VEN,m,412,Venezuela,Americas,Latin America & Caribbean,non-Schengen
2024,VNM,f,3649,Vietnam,Asia,East Asia & Pacific,non-Schengen
2024,VNM,m,6835,Vietnam,Asia,East Asia & Pacific,non-Schengen
2024,VUT,f,0,Vanuatu,Oceania,East Asia & Pacific,non-Schengen
2024,VUT,m,0,Vanuatu,Oceania,East Asia & Pacific,non-Schengen
2024,XXX,f,2820,unknown,other/unknown,other/unknown,non-Schengen
2024,XXX,m,3990,unknown,other/unknown,other/unknown,non-Schengen
2024,YEM,f,12,Yemen,Asia,Middle East & North Africa,non-Schengen
2024,YEM,m,158,Yemen,Asia,Middle East & North Africa,non-Schengen
2024,ZAF,f,180,South Africa,Africa,Sub-Saharan Africa,non-Schengen
2024,ZAF,m,245,South Africa,Africa,Sub-Saharan Africa,non-Schengen
2024,ZMB,f,64,Zambia,Africa,Sub-Saharan Africa,non-Schengen
2024,ZMB,m,87,Zambia,Africa,Sub-Saharan Africa,non-Schengen
2024,ZWE,f,1217,Zimbabwe,Africa,Sub-Saharan Africa,non-Schengen
2024,ZWE,m,2195,Zimbabwe,Africa,Sub-Saharan Africa,non-Schengen
2022,AFG,f,205,Afghanistan,Asia,South Asia,non-Schengen
2022,AFG,m,388,Afghanistan,Asia,South Asia,non-Schengen
2022,AGO,f,58,Angola,Africa,Sub-Saharan Africa,non-Schengen
2022,AGO,m,138,Angola,Africa,Sub-Saharan Africa,non-Schengen
2022,ALB,f,90,Albania,Europe,Europe & Central Asia,non-Schengen
2022,ALB,m,381,Albania,Europe,Europe & Central Asia,non-Schengen
2022,AND,f,6,Andorra,Europe,Europe & Central Asia,non-Schengen
2022,AND,m,2,Andorra,Europe,Europe & Central Asia,non-Schengen
2022,ARG,f,102,Argentina,Americas,Latin America & Caribbean,non-Schengen
2022,ARG,m,390,Argentina,Americas,Latin America & Caribbean,non-Schengen
2022,ARM,f,952,Armenia,Asia,Europe & Central Asia,non-Schengen
2022,ARM,m,1893,Armenia,Asia,Europe & Central Asia,non-Schengen
2022,AUS,f,34,Australia,Oceania,East Asia & Pacific,non-Schengen
2022,AUS,m,137,Australia,Oceania,East Asia & Pacific,non-Schengen
2022,AUT,f,118,Austria,Europe,Europe & Central Asia,Schengen
2022,AUT,m,277,Austria,Europe,Europe & Central Asia,Schengen
2022,AZE,f,612,Azerbaijan,Asia,Europe & Central Asia,non-Schengen
2022,AZE,m,2894,Azerbaijan,Asia,Europe & Central Asia,non-Schengen
2022,BDI,f,18,Burundi,Africa,Sub-Saharan Africa,non-Schengen
2022,BDI,m,17,Burundi,Africa,Sub-Saharan Africa,non-Schengen
2022,BEL,f,92,Belgium,Europe,Europe & Central Asia,Schengen
2022,BEL,m,456,Belgium,Europe,Europe & Central Asia,Schengen
2022,BEN,f,4,Benin,Africa,Sub-Saharan Africa,non-Schengen
2022,BEN,m,6,Benin,Africa,Sub-Saharan Africa,non-Schengen
2022,BFA,m,5,Burkina Faso,Africa,Sub-Saharan Africa,non-Schengen
2022,BGD,f,104,Bangladesh,Asia,South Asia,non-Schengen
2022,BGD,m,2873,Bangladesh,Asia,South Asia,non-Schengen
2022,BGR,f,781,Bulgaria,Europe,Europe & Central Asia,non-Schengen
2022,BGR,m,1321,Bulgaria,Europe,Europe & Central Asia,non-Schengen
2022,BIH,f,45,Bosnia & Herzegovina,Europe,Europe & Central Asia,non-Schengen
2022,BIH,m,127,Bosnia & Herzegovina,Europe,Europe & Central Asia,non-Schengen
2022,BLR,f,30647,Belarus,Europe,Europe & Central Asia,non-Schengen
2022,BLR,m,86056,Belarus,Europe,Europe & Central Asia,non-Schengen
2022,BOL,f,20,Bolivia,Americas,Latin America & Caribbean,non-Schengen
2022,BOL,m,61,Bolivia,Americas,Latin America & Caribbean,non-Schengen
2022,BRA,f,411,Brazil,Americas,Latin America & Caribbean,non-Schengen
2022,BRA,m,901,Brazil,Americas,Latin America & Caribbean,non-Schengen
2022,BWA,f,7,Botswana,Africa,Sub-Saharan Africa,non-Schengen
2022,BWA,m,2,Botswana,Africa,Sub-Saharan Africa,non-Schengen
2022,CAF,f,1,Central African Republic,Africa,Sub-Saharan Africa,non-Schengen
2022,CAF,m,6,Central African Republic,Africa,Sub-Saharan Africa,non-Schengen
2022,CAN,f,98,Canada,Americas,North America,non-Schengen
2022,CAN,m,213,Canada,Americas,North America,non-Schengen
2022,CHE,f,22,Switzerland,Europe,Europe & Central Asia,Schengen
2022,CHE,m,130,Switzerland,Europe,Europe & Central Asia,Schengen
2022,CHL,f,25,Chile,Americas,Latin America & Caribbean,non-Schengen
2022,CHL,m,124,Chile,Americas,Latin America & Caribbean,non-Schengen
2022,CHN,f,1634,China,Asia,East Asia & Pacific,non-Schengen
2022,CHN,m,2118,China,Asia,East Asia & Pacific,non-Schengen
2022,CIV,f,11,Côte d’Ivoire,Africa,Sub-Saharan Africa,non-Schengen
2022,CIV,m,36,Côte d’Ivoire,Africa,Sub-Saharan Africa,non-Schengen
2022,CMR,f,89,Cameroon,Africa,Sub-Saharan Africa,non-Schengen
2022,CMR,m,235,Cameroon,Africa,Sub-Saharan Africa,non-Schengen
2022,COG,f,87,Congo - Brazzaville,Africa,Sub-Saharan Africa,non-Schengen
2022,COG,m,194,Congo - Brazzaville,Africa,Sub-Saharan Africa,non-Schengen
2022,COL,f,442,Colombia,Americas,Latin America & Caribbean,non-Schengen
2022,COL,m,1252,Colombia,Americas,Latin America & Caribbean,non-Schengen
2022,CPV,f,1,Cape Verde,Africa,Sub-Saharan Africa,non-Schengen
2022,CPV,m,2,Cape Verde,Africa,Sub-Saharan Africa,non-Schengen
2022,CRI,f,43,Costa Rica,Americas,Latin America & Caribbean,non-Schengen
2022,CRI,m,95,Costa Rica,Americas,Latin America & Caribbean,non-Schengen
2022,CUB,f,92,Cuba,Americas,Latin America & Caribbean,non-Schengen
2022,CUB,m,271,Cuba,Americas,Latin America & Caribbean,non-Schengen
2022,CYP,f,16,Cyprus,Asia,Europe & Central Asia,non-Schengen
2022,CYP,m,46,Cyprus,Asia,Europe & Central Asia,non-Schengen
2022,CZE,f,526,Czechia,Europe,Europe & Central Asia,Schengen
2022,CZE,m,938,Czechia,Europe,Europe & Central Asia,Schengen
2022,DEU,f,725,Germany,Europe,Europe & Central Asia,Schengen
2022,DEU,m,2568,Germany,Europe,Europe & Central Asia,Schengen
2022,DNK,f,48,Denmark,Europe,Europe & Central Asia,Schengen
2022,DNK,m,341,Denmark,Europe,Europe & Central Asia,Schengen
2022,DOM,f,11,Dominican Republic,Americas,Latin America & Caribbean,non-Schengen
2022,DOM,m,29,Dominican Republic,Americas,Latin America & Caribbean,non-Schengen
2022,DZA,f,68,Algeria,Africa,Middle East & North Africa,non-Schengen
2022,DZA,m,766,Algeria,Africa,Middle East & North Africa,non-Schengen
2022,ECU,f,38,Ecuador,Americas,Latin America & Caribbean,non-Schengen
2022,ECU,m,66,Ecuador,Americas,Latin America & Caribbean,non-Schengen
2022,EGY,f,97,Egypt,Africa,Middle East & North Africa,non-Schengen
2022,EGY,m,1348,Egypt,Africa,Middle East & North Africa,non-Schengen
2022,ERI,f,5,Eritrea,Africa,Sub-Saharan Africa,non-Schengen
2022,ERI,m,5,Eritrea,Africa,Sub-Saharan Africa,non-Schengen
2022,ESP,f,534,Spain,Europe,Europe & Central Asia,Schengen
2022,ESP,m,2381,Spain,Europe,Europe & Central Asia,Schengen
2022,EST,f,56,Estonia,Europe,Europe & Central Asia,Schengen
2022,EST,m,85,Estonia,Europe,Europe & Central Asia,Schengen
2022,ETH,f,249,Ethiopia,Africa,Sub-Saharan Africa,non-Schengen
2022,ETH,m,509,Ethiopia,Africa,Sub-Saharan Africa,non-Schengen
2022,FIN,f,93,Finland,Europe,Europe & Central Asia,Schengen
2022,FIN,m,271,Finland,Europe,Europe & Central Asia,Schengen
2022,FRA,f,450,France,Europe,Europe & Central Asia,Schengen
2022,FRA,m,2261,France,Europe,Europe & Central Asia,Schengen
2022,GAB,f,8,Gabon,Africa,Sub-Saharan Africa,non-Schengen
2022,GAB,m,2,Gabon,Africa,Sub-Saharan Africa,non-Schengen
2022,GBR,f,381,United Kingdom,Europe,Europe & Central Asia,non-Schengen
2022,GBR,m,2145,United Kingdom,Europe,Europe & Central Asia,non-Schengen
2022,GEO,f,5769,Georgia,Asia,Europe & Central Asia,non-Schengen
2022,GEO,m,26730,Georgia,Asia,Europe & Central Asia,non-Schengen
2022,GHA,f,40,Ghana,Africa,Sub-Saharan Africa,non-Schengen
2022,GHA,m,178,Ghana,Africa,Sub-Saharan Africa,non-Schengen
2022,GIN,f,9,Guinea,Africa,Sub-Saharan Africa,non-Schengen
2022,GIN,m,38,Guinea,Africa,Sub-Saharan Africa,non-Schengen
2022,GMB,f,1,Gambia,Africa,Sub-Saharan Africa,non-Schengen
2022,GMB,m,27,Gambia,Africa,Sub-Saharan Africa,non-Schengen
2022,GRC,f,197,Greece,Europe,Europe & Central Asia,Schengen
2022,GRC,m,741,Greece,Europe,Europe & Central Asia,Schengen
2022,GRD,m,1,Grenada,Americas,Latin America & Caribbean,non-Schengen
2022,GTM,f,59,Guatemala,Americas,Latin America & Caribbean,non-Schengen
2022,GTM,m,151,Guatemala,Americas,Latin America & Caribbean,non-Schengen
2022,GUY,f,2,Guyana,Americas,Latin America & Caribbean,non-Schengen
2022,GUY,m,3,Guyana,Americas,Latin America & Caribbean,non-Schengen
2022,HND,f,10,Honduras,Americas,Latin America & Caribbean,non-Schengen
2022,HND,m,23,Honduras,Americas,Latin America & Caribbean,non-Schengen
2022,HRV,f,120,Croatia,Europe,Europe & Central Asia,non-Schengen
2022,HRV,m,355,Croatia,Europe,Europe & Central Asia,non-Schengen
2022,HTI,f,6,Haiti,Americas,Latin America & Caribbean,non-Schengen
2022,HTI,m,11,Haiti,Americas,Latin America & Caribbean,non-Schengen
2022,HUN,f,434,Hungary,Europe,Europe & Central Asia,Schengen
2022,HUN,m,825,Hungary,Europe,Europe & Central Asia,Schengen
2022,IDN,f,1092,Indonesia,Asia,East Asia & Pacific,non-Schengen
2022,IDN,m,3737,Indonesia,Asia,East Asia & Pacific,non-Schengen
2022,IND,f,2519,India,Asia,South Asia,non-Schengen
2022,IND,m,14424,India,Asia,South Asia,non-Schengen
2022,IRL,f,65,Ireland,Europe,Europe & Central Asia,non-Schengen
2022,IRL,m,413,Ireland,Europe,Europe & Central Asia,non-Schengen
2022,IRN,f,295,Iran,Asia,Middle East & North Africa,non-Schengen
2022,IRN,m,572,Iran,Asia,Middle East & North Africa,non-Schengen
2022,IRQ,f,50,Iraq,Asia,Middle East & North Africa,non-Schengen
2022,IRQ,m,311,Iraq,Asia,Middle East & North Africa,non-Schengen
2022,ISL,f,2,Iceland,Europe,Europe & Central Asia,Schengen
2022,ISL,m,12,Iceland,Europe,Europe & Central Asia,Schengen
2022,ISR,f,53,Israel,Asia,Middle East & North Africa,non-Schengen
2022,ISR,m,291,Israel,Asia,Middle East & North Africa,non-Schengen
2022,ITA,f,794,Italy,Europe,Europe & Central Asia,Schengen
2022,ITA,m,4434,Italy,Europe,Europe & Central Asia,Schengen
2022,JAM,f,8,Jamaica,Americas,Latin America & Caribbean,non-Schengen
2022,JAM,m,15,Jamaica,Americas,Latin America & Caribbean,non-Schengen
2022,JOR,f,44,Jordan,Asia,Middle East & North Africa,non-Schengen
2022,JOR,m,280,Jordan,Asia,Middle East & North Africa,non-Schengen
2022,JPN,f,181,Japan,Asia,East Asia & Pacific,non-Schengen
2022,JPN,m,316,Japan,Asia,East Asia & Pacific,non-Schengen
2022,KAZ,f,1140,Kazakhstan,Asia,Europe & Central Asia,non-Schengen
2022,KAZ,m,1950,Kazakhstan,Asia,Europe & Central Asia,non-Schengen
2022,KEN,f,261,Kenya,Africa,Sub-Saharan Africa,non-Schengen
2022,KEN,m,393,Kenya,Africa,Sub-Saharan Africa,non-Schengen
2022,KGZ,f,277,Kyrgyzstan,Asia,Europe & Central Asia,non-Schengen
2022,KGZ,m,1269,Kyrgyzstan,Asia,Europe & Central Asia,non-Schengen
2022,KHM,f,8,Cambodia,Asia,East Asia & Pacific,non-Schengen
2022,KHM,m,8,Cambodia,Asia,East Asia & Pacific,non-Schengen
2022,KOR,f,163,South Korea,Asia,East Asia & Pacific,non-Schengen
2022,KOR,m,535,South Korea,Asia,East Asia & Pacific,non-Schengen
2022,KWT,f,1,Kuwait,Asia,Middle East & North Africa,non-Schengen
2022,KWT,m,13,Kuwait,Asia,Middle East & North Africa,non-Schengen
2022,LAO,f,1,Laos,Asia,East Asia & Pacific,non-Schengen
2022,LAO,m,7,Laos,Asia,East Asia & Pacific,non-Schengen
2022,LBN,f,59,Lebanon,Asia,Middle East & North Africa,non-Schengen
2022,LBN,m,309,Lebanon,Asia,Middle East & North Africa,non-Schengen
2022,LBR,m,5,Liberia,Africa,Sub-Saharan Africa,non-Schengen
2022,LBY,f,7,Libya,Africa,Middle East & North Africa,non-Schengen
2022,LBY,m,74,Libya,Africa,Middle East & North Africa,non-Schengen
2022,LKA,f,56,Sri Lanka,Asia,South Asia,non-Schengen
2022,LKA,m,263,Sri Lanka,Asia,South Asia,non-Schengen
2022,LTU,f,922,Lithuania,Europe,Europe & Central Asia,Schengen
2022,LTU,m,1072,Lithuania,Europe,Europe & Central Asia,Schengen
2022,LUX,f,3,Luxembourg,Europe,Europe & Central Asia,Schengen
2022,LUX,m,12,Luxembourg,Europe,Europe & Central Asia,Schengen
2022,LVA,f,309,Latvia,Europe,Europe & Central Asia,Schengen
2022,LVA,m,551,Latvia,Europe,Europe & Central Asia,Schengen
2022,MAR,f,153,Morocco,Africa,Middle East & North Africa,non-Schengen
2022,MAR,m,806,Morocco,Africa,Middle East & North Africa,non-Schengen
2022,MDA,f,4630,Moldova,Europe,Europe & Central Asia,non-Schengen
2022,MDA,m,11836,Moldova,Europe,Europe & Central Asia,non-Schengen
2022,MDG,f,9,Madagascar,Africa,Sub-Saharan Africa,non-Schengen
2022,MDG,m,24,Madagascar,Africa,Sub-Saharan Africa,non-Schengen
2022,MEX,f,251,Mexico,Americas,Latin America & Caribbean,non-Schengen
2022,MEX,m,654,Mexico,Americas,Latin America & Caribbean,non-Schengen
2022,MKD,f,54,North Macedonia,Europe,Europe & Central Asia,non-Schengen
2022,MKD,m,168,North Macedonia,Europe,Europe & Central Asia,non-Schengen
2022,MLI,f,6,Mali,Africa,Sub-Saharan Africa,non-Schengen
2022,MLI,m,32,Mali,Africa,Sub-Saharan Africa,non-Schengen
2022,MLT,f,11,Malta,Europe,Middle East & North Africa,Schengen
2022,MLT,m,29,Malta,Europe,Middle East & North Africa,Schengen
2022,MMR,f,9,Myanmar (Burma),Asia,East Asia & Pacific,non-Schengen
2022,MMR,m,12,Myanmar (Burma),Asia,East Asia & Pacific,non-Schengen
2022,MNG,f,179,Mongolia,Asia,East Asia & Pacific,non-Schengen
2022,MNG,m,144,Mongolia,Asia,East Asia & Pacific,non-Schengen
2022,MOZ,f,19,Mozambique,Africa,Sub-Saharan Africa,non-Schengen
2022,MOZ,m,24,Mozambique,Africa,Sub-Saharan Africa,non-Schengen
2022,MRT,f,5,Mauritania,Africa,Sub-Saharan Africa,non-Schengen
2022,MRT,m,11,Mauritania,Africa,Sub-Saharan Africa,non-Schengen
2022,MUS,f,11,Mauritius,Africa,Sub-Saharan Africa,non-Schengen
2022,MUS,m,40,Mauritius,Africa,Sub-Saharan Africa,non-Schengen
2022,MYS,f,58,Malaysia,Asia,East Asia & Pacific,non-Schengen
2022,MYS,m,72,Malaysia,Asia,East Asia & Pacific,non-Schengen
2022,NAM,f,7,Namibia,Africa,Sub-Saharan Africa,non-Schengen
2022,NAM,m,3,Namibia,Africa,Sub-Saharan Africa,non-Schengen
2022,NER,f,29,Niger,Africa,Sub-Saharan Africa,non-Schengen
2022,NER,m,107,Niger,Africa,Sub-Saharan Africa,non-Schengen
2022,NGA,f,373,Nigeria,Africa,Sub-Saharan Africa,non-Schengen
2022,NGA,m,1306,Nigeria,Africa,Sub-Saharan Africa,non-Schengen
2022,NIC,f,8,Nicaragua,Americas,Latin America & Caribbean,non-Schengen
2022,NIC,m,20,Nicaragua,Americas,Latin America & Caribbean,non-Schengen
2022,NLD,f,121,Netherlands,Europe,Europe & Central Asia,Schengen
2022,NLD,m,1027,Netherlands,Europe,Europe & Central Asia,Schengen
2022,NOR,f,30,Norway,Europe,Europe & Central Asia,Schengen
2022,NOR,m,111,Norway,Europe,Europe & Central Asia,Schengen
2022,NPL,f,492,Nepal,Asia,South Asia,non-Schengen
2022,NPL,m,2723,Nepal,Asia,South Asia,non-Schengen
2022,NZL,f,9,New Zealand,Oceania,East Asia & Pacific,non-Schengen
2022,NZL,m,38,New Zealand,Oceania,East Asia & Pacific,non-Schengen
2022,PAK,f,161,Pakistan,Asia,South Asia,non-Schengen
2022,PAK,m,973,Pakistan,Asia,South Asia,non-Schengen
2022,PAN,f,3,Panama,Americas,Latin America & Caribbean,non-Schengen
2022,PAN,m,22,Panama,Americas,Latin America & Caribbean,non-Schengen
2022,PER,f,93,Peru,Americas,Latin America & Caribbean,non-Schengen
2022,PER,m,204,Peru,Americas,Latin America & Caribbean,non-Schengen
2022,PHL,f,2749,Philippines,Asia,East Asia & Pacific,non-Schengen
2022,PHL,m,4636,Philippines,Asia,East Asia & Pacific,non-Schengen
2022,PNG,f,2,Papua New Guinea,Oceania,East Asia & Pacific,non-Schengen
2022,PNG,m,1,Papua New Guinea,Oceania,East Asia & Pacific,non-Schengen
2022,PRT,f,223,Portugal,Europe,Europe & Central Asia,Schengen
2022,PRT,m,1338,Portugal,Europe,Europe & Central Asia,Schengen
2022,PRY,f,10,Paraguay,Americas,Latin America & Caribbean,non-Schengen
2022,PRY,m,19,Paraguay,Americas,Latin America & Caribbean,non-Schengen
2022,PSE,f,13,Palestinian Territories,Asia,Middle East & North Africa,non-Schengen
2022,PSE,m,143,Palestinian Territories,Asia,Middle East & North Africa,non-Schengen
2022,QAT,m,31,Qatar,Asia,Middle East & North Africa,non-Schengen
2022,ROU,f,2451,Romania,Europe,Europe & Central Asia,non-Schengen
2022,ROU,m,3882,Romania,Europe,Europe & Central Asia,non-Schengen
2022,RUS,f,5436,Russia,Europe,Europe & Central Asia,non-Schengen
2022,RUS,m,7325,Russia,Europe,Europe & Central Asia,non-Schengen
2022,RWA,f,381,Rwanda,Africa,Sub-Saharan Africa,non-Schengen
2022,RWA,m,549,Rwanda,Africa,Sub-Saharan Africa,non-Schengen
2022,SAU,f,12,Saudi Arabia,Asia,Middle East & North Africa,non-Schengen
2022,SAU,m,41,Saudi Arabia,Asia,Middle East & North Africa,non-Schengen
2022,SDN,f,13,Sudan,Africa,Sub-Saharan Africa,non-Schengen
2022,SDN,m,47,Sudan,Africa,Sub-Saharan Africa,non-Schengen
2022,SEN,f,13,Senegal,Africa,Sub-Saharan Africa,non-Schengen
2022,SEN,m,57,Senegal,Africa,Sub-Saharan Africa,non-Schengen
2022,SGP,f,14,Singapore,Asia,East Asia & Pacific,non-Schengen
2022,SGP,m,16,Singapore,Asia,East Asia & Pacific,non-Schengen
2022,SLE,f,7,Sierra Leone,Africa,Sub-Saharan Africa,non-Schengen
2022,SLE,m,11,Sierra Leone,Africa,Sub-Saharan Africa,non-Schengen
2022,SLV,f,10,El Salvador,Americas,Latin America & Caribbean,non-Schengen
2022,SLV,m,23,El Salvador,Americas,Latin America & Caribbean,non-Schengen
2022,SOM,f,6,Somalia,Africa,Sub-Saharan Africa,non-Schengen
2022,SOM,m,21,Somalia,Africa,Sub-Saharan Africa,non-Schengen
2022,STP,f,1,São Tomé & Príncipe,Africa,Sub-Saharan Africa,non-Schengen
